State,District,Crop_Year,Annual_Rainfall_mm,Monsoon_Rainfall_mm,Deviation_From_Normal_%
Andhra Pradesh,Krishna,2022.0,1082.5,782.7,-22.34
Andhra Pradesh,Krishna,2019.0,654.6,431.2,9.41
Punjab,Amritsar,2023.0,574.6,389.1,23.07
Maharashtra,Aurangabad,2019.0,933.5,648.6,-19.67
Punjab,Patiala,2023.0,1109.9,635.9,8.49
Karnataka,Mandya,2019.0,689.8,435.4,19.43
Karnataka,Raichur,2020.0,676.8,433.7,-23.22
Maharashtra,Pune,2021.0,1090.4,798.3,-5.46
Tamil Nadu,Madurai,2020.0,703.3,497.1,8.35
Telangana,Nizamabad,2021.0,653.9,481.4,-0.19
Maharashtra,Pune,2020.0,932.8,521.5,8.14
Punjab,Amritsar,2017.0,663.1,471.1,-19.89
Maharashtra,Nagpur,2017.0,766.8,570.9,0.52
Punjab,Patiala,2016.0,868.5,545.8,-9.4
Telangana,Nizamabad,2023.0,663.6,393.9,-8.24
Andhra Pradesh,Prakasam,2020.0,1026.3,605.7,7.91
Andhra Pradesh,Prakasam,2018.0,554.1,413.2,-7.72
Andhra Pradesh,Guntur,2022.0,1127.7,657.2,0.34
Maharashtra,Nagpur,2019.0,714.7,532.9,3.88
Telangana,Adilabad,2017.0,1023.7,609.4,6.03
Karnataka,Mandya,2022.0,1034.6,584.8,9.95
Maharashtra,Aurangabad,2017.0,1116.8,691.6,2.31
Karnataka,Raichur,2019.0,963.1,552.8,6.73
Punjab,Patiala,2022.0,713.1,467.5,-9.63
Punjab,Ludhiana,2022.0,636.7,410.9,3.74
Maharashtra,Nagpur,2022.0,743.0,459.4,-0.74
Tamil Nadu,Thanjavur,2021.0,587.3,428.5,12.04
Punjab,Ludhiana,2020.0,587.0,382.3,4.87
Punjab,Amritsar,2020.0,554.5,404.6,8.13
Punjab,Ludhiana,2020.0,1145.3,747.6,-3.4
Punjab,Patiala,2019.0,504.2,374.4,17.24
Andhra Pradesh,Prakasam,2022.0,533.6,382.3,8.37
Punjab,Patiala,2016.0,713.0,438.6,24.97
Maharashtra,Aurangabad,2020.0,1090.2,604.0,15.95
Maharashtra,Aurangabad,2016.0,693.3,511.8,-19.54
Karnataka,Belgaum,2016.0,745.5,480.7,-15.61
Maharashtra,Aurangabad,2019.0,505.0,340.3,-14.92
Andhra Pradesh,Prakasam,2022.0,854.8,472.8,-24.71
Andhra Pradesh,Prakasam,2020.0,837.3,477.6,22.85
Punjab,Ludhiana,2019.0,908.0,517.3,4.12
Karnataka,Raichur,2020.0,728.8,513.8,2.13
Telangana,Adilabad,2023.0,525.4,380.6,-16.26
Maharashtra,Pune,2016.0,1091.4,713.2,1.75
Telangana,Nizamabad,2023.0,1119.4,701.3,2.04
Tamil Nadu,Thanjavur,2022.0,999.5,745.4,7.61
Andhra Pradesh,Prakasam,2015.0,819.0,453.3,-9.41
Maharashtra,Pune,2019.0,738.3,440.9,8.15
Maharashtra,Aurangabad,2015.0,683.2,473.2,-18.78
Tamil Nadu,Madurai,2015.0,858.1,615.9,-1.03
Telangana,Warangal,2015.0,624.1,422.9,-6.12
Karnataka,Mandya,2022.0,628.3,371.5,-0.19
Maharashtra,Aurangabad,2020.0,541.5,387.8,-17.69
Karnataka,Belgaum,2015.0,732.4,409.9,-1.78
Punjab,Ludhiana,2020.0,1090.3,635.5,12.88
Karnataka,Belgaum,2019.0,912.8,511.6,14.69
Punjab,Ludhiana,2022.0,1122.0,789.6,17.17
Andhra Pradesh,Guntur,2020.0,1066.5,711.9,-10.2
Maharashtra,Nagpur,2021.0,1076.8,746.2,5.5
Tamil Nadu,Madurai,2022.0,609.4,366.3,-24.45
Punjab,Ludhiana,2019.0,958.3,573.5,20.84
Maharashtra,Pune,2016.0,1053.8,707.7,17.73
Karnataka,Mandya,2021.0,757.0,463.4,-22.53
Karnataka,Mandya,2020.0,1146.9,833.8,-16.33
Andhra Pradesh,Guntur,2021.0,589.0,412.6,3.76
Telangana,Warangal,2018.0,864.5,510.7,17.55
Tamil Nadu,Madurai,2018.0,876.4,586.6,21.19
Punjab,Amritsar,2023.0,895.7,520.5,-21.81
Maharashtra,Pune,2022.0,725.5,485.6,6.13
Maharashtra,Pune,2021.0,756.4,431.5,0.75
Tamil Nadu,Madurai,2020.0,1196.7,706.5,-15.59
Maharashtra,Pune,2021.0,742.9,476.1,-14.49
Karnataka,Mandya,2016.0,617.4,417.0,-12.73
Karnataka,Raichur,2023.0,845.1,597.7,7.05
Karnataka,Belgaum,2017.0,551.6,335.1,0.57
Punjab,Amritsar,2020.0,1028.2,658.9,3.19
Tamil Nadu,Madurai,2018.0,932.9,678.3,23.53
Tamil Nadu,Madurai,2017.0,753.4,470.4,-10.68
Andhra Pradesh,Prakasam,2018.0,1156.8,795.7,21.6
Punjab,Ludhiana,2016.0,746.4,483.7,9.01
Punjab,Amritsar,2021.0,1161.9,644.0,14.31
Tamil Nadu,Madurai,2017.0,1180.5,709.7,-19.9
Punjab,Amritsar,2020.0,790.7,451.6,2.28
Karnataka,Mandya,2015.0,1060.6,757.1,-16.88
Andhra Pradesh,Prakasam,2017.0,646.8,399.5,-6.83
Telangana,Warangal,2021.0,917.4,545.8,-15.45
Tamil Nadu,Coimbatore,2019.0,569.1,424.1,21.77
Maharashtra,Nagpur,2017.0,788.7,591.4,-18.62
Punjab,Amritsar,2020.0,642.0,414.1,-8.2
Andhra Pradesh,Krishna,2020.0,587.2,395.5,-0.58
Maharashtra,Pune,2023.0,850.0,473.0,16.48
Andhra Pradesh,Prakasam,2016.0,947.2,665.2,-19.98
Telangana,Adilabad,2023.0,709.0,417.7,-16.26
Karnataka,Belgaum,2018.0,736.4,521.8,-4.27
Karnataka,Mandya,2018.0,634.6,398.1,11.8
Karnataka,Mandya,2016.0,524.6,380.7,-7.94
Andhra Pradesh,Prakasam,2022.0,673.1,397.2,2.41
Punjab,Amritsar,2020.0,737.0,472.3,24.4
Tamil Nadu,Madurai,2022.0,805.9,568.7,6.5
Andhra Pradesh,Guntur,2018.0,730.8,443.5,24.37
Tamil Nadu,Thanjavur,2015.0,935.8,656.9,1.7
Tamil Nadu,Madurai,2016.0,919.8,574.5,-0.91
Tamil Nadu,Coimbatore,2022.0,1156.6,865.4,3.48
Tamil Nadu,Madurai,2018.0,967.5,716.1,24.93
Karnataka,Mandya,2019.0,893.4,637.5,9.1
Punjab,Amritsar,2016.0,621.3,461.4,-20.83
Karnataka,Raichur,2015.0,525.3,319.3,-6.89
Andhra Pradesh,Krishna,2020.0,863.8,543.6,-14.11
Maharashtra,Nagpur,2020.0,643.1,375.0,-1.32
Telangana,Nizamabad,2021.0,785.9,500.5,-3.36
Tamil Nadu,Coimbatore,2023.0,1083.3,654.0,-21.52
Maharashtra,Nagpur,2016.0,541.6,370.6,-4.74
Andhra Pradesh,Krishna,2019.0,1089.7,644.4,5.68
Maharashtra,Aurangabad,2020.0,979.1,595.3,-14.95
Andhra Pradesh,Krishna,2020.0,807.3,454.7,-22.74
Telangana,Nizamabad,2015.0,1198.8,844.6,-1.95
Tamil Nadu,Coimbatore,2015.0,890.1,601.6,24.48
Punjab,Patiala,2021.0,926.9,622.5,24.43
Tamil Nadu,Coimbatore,2018.0,679.1,395.4,-20.01
Tamil Nadu,Coimbatore,2020.0,616.9,351.8,-7.72
Tamil Nadu,Coimbatore,2015.0,797.0,540.8,13.06
Tamil Nadu,Madurai,2016.0,886.1,608.2,-22.61
Tamil Nadu,Madurai,2016.0,721.9,512.3,-9.9
Andhra Pradesh,Krishna,2015.0,750.8,421.9,-7.57
Karnataka,Mandya,2018.0,972.2,627.9,-11.36
Telangana,Nizamabad,2021.0,1136.2,803.0,-12.27
Telangana,Warangal,2021.0,712.2,411.0,9.6
Karnataka,Mandya,2017.0,699.8,414.5,21.41
Maharashtra,Nagpur,2019.0,588.5,326.8,22.72
Maharashtra,Pune,2019.0,596.8,408.5,21.45
Karnataka,Raichur,2021.0,869.5,536.9,6.29
Maharashtra,Pune,2023.0,1099.3,608.8,-20.11
Karnataka,Raichur,2016.0,615.8,376.5,23.97
Maharashtra,Pune,2016.0,1155.0,839.4,13.97
Tamil Nadu,Thanjavur,2022.0,501.1,276.4,13.09
Maharashtra,Aurangabad,2015.0,925.2,633.6,-7.1
Andhra Pradesh,Prakasam,2020.0,935.9,528.7,-7.92
Telangana,Warangal,2016.0,807.9,466.2,17.28
Telangana,Warangal,2022.0,919.0,505.8,-5.54
Punjab,Patiala,2018.0,827.4,534.3,-7.72
Maharashtra,Nagpur,2020.0,638.8,362.4,-18.08
Karnataka,Mandya,2020.0,661.3,393.8,-24.63
Telangana,Adilabad,2021.0,902.8,642.4,-11.42
Punjab,Ludhiana,2018.0,1146.8,684.8,21.15
Punjab,Ludhiana,2021.0,852.2,572.7,24.35
Karnataka,Belgaum,2017.0,598.7,407.8,-15.13
Punjab,Amritsar,2018.0,512.3,372.0,5.74
Telangana,Nizamabad,2019.0,984.0,564.3,-21.2
Maharashtra,Aurangabad,2020.0,637.2,454.9,-6.04
Maharashtra,Nagpur,2018.0,780.7,494.8,20.35
Telangana,Adilabad,2016.0,1022.8,624.2,-16.56
Tamil Nadu,Madurai,2017.0,648.8,471.2,9.35
Punjab,Patiala,2020.0,1007.6,720.2,4.78
Tamil Nadu,Madurai,2018.0,998.4,668.1,-4.68
Maharashtra,Pune,2020.0,884.8,663.3,-13.94
Telangana,Warangal,2022.0,500.1,343.4,-10.29
Maharashtra,Pune,2016.0,600.6,442.0,22.26
Karnataka,Raichur,2016.0,726.4,405.5,-9.59
Maharashtra,Aurangabad,2018.0,505.8,373.9,19.5
Andhra Pradesh,Guntur,2021.0,637.8,414.2,-23.95
Telangana,Nizamabad,2019.0,899.8,540.4,18.28
Karnataka,Belgaum,2017.0,766.3,514.2,-5.16
Maharashtra,Pune,2017.0,825.1,479.0,-21.29
Maharashtra,Pune,2020.0,1158.8,684.3,-0.68
Tamil Nadu,Madurai,2022.0,927.8,590.7,7.96
Maharashtra,Pune,2017.0,770.5,503.0,10.46
Andhra Pradesh,Guntur,2018.0,644.3,371.5,5.75
Tamil Nadu,Madurai,2023.0,1164.4,829.5,16.49
Andhra Pradesh,Guntur,2021.0,966.4,625.1,5.15
Maharashtra,Nagpur,2019.0,1099.7,667.1,-20.3
Tamil Nadu,Coimbatore,2016.0,715.7,459.4,-3.88
Andhra Pradesh,Krishna,2015.0,1057.4,696.8,4.16
Punjab,Patiala,2017.0,778.8,555.9,0.77
Telangana,Warangal,2023.0,820.9,502.9,-4.8
Punjab,Ludhiana,2015.0,895.9,560.9,-21.5
Punjab,Patiala,2017.0,934.5,549.5,11.59
Maharashtra,Aurangabad,2015.0,1137.8,740.6,14.84
Andhra Pradesh,Krishna,2015.0,633.9,451.8,18.92
Telangana,Adilabad,2022.0,1015.7,724.8,23.01
Karnataka,Mandya,2016.0,628.8,363.1,-14.37
Karnataka,Mandya,2018.0,1111.3,750.2,22.98
Karnataka,Raichur,2020.0,991.6,708.2,9.71
Telangana,Nizamabad,2017.0,1187.1,661.3,-17.38
Telangana,Warangal,2018.0,669.8,467.0,-17.5
Telangana,Nizamabad,2023.0,932.1,579.6,-19.72
Andhra Pradesh,Guntur,2022.0,1034.2,665.9,14.77
Tamil Nadu,Madurai,2022.0,921.1,587.5,24.56
Maharashtra,Pune,2023.0,1075.1,644.2,-24.62
Tamil Nadu,Madurai,2019.0,627.6,419.6,-5.84
Maharashtra,Pune,2016.0,713.2,490.2,14.81
Maharashtra,Pune,2022.0,689.5,382.5,-4.85
Andhra Pradesh,Krishna,2023.0,545.2,373.6,23.68
Tamil Nadu,Madurai,2019.0,1066.6,717.7,-18.83
Tamil Nadu,Madurai,2022.0,598.9,350.1,4.51
Andhra Pradesh,Guntur,2018.0,507.1,279.4,-11.42
Karnataka,Mandya,2016.0,1199.8,875.5,3.96
Tamil Nadu,Thanjavur,2016.0,990.5,670.2,4.54
Telangana,Warangal,2015.0,938.0,702.7,24.93
Punjab,Patiala,2020.0,537.0,325.7,-13.05
Telangana,Adilabad,2016.0,1078.0,720.2,3.52
Karnataka,Mandya,2017.0,994.3,602.7,22.58
Punjab,Ludhiana,2021.0,560.5,350.6,-14.34
Karnataka,Belgaum,2017.0,691.1,388.2,12.05
Punjab,Ludhiana,2021.0,662.9,396.5,-19.81
Maharashtra,Nagpur,2020.0,837.9,572.2,-21.18
Telangana,Adilabad,2021.0,1149.0,672.2,17.65
Punjab,Patiala,2019.0,585.5,360.2,-6.99
Tamil Nadu,Thanjavur,2023.0,744.9,529.2,-13.29
Maharashtra,Aurangabad,2016.0,1195.3,685.8,-10.86
Punjab,Patiala,2021.0,787.4,511.9,15.3
Andhra Pradesh,Guntur,2017.0,979.2,659.9,14.62
Andhra Pradesh,Guntur,2017.0,1082.4,735.8,22.0
Tamil Nadu,Madurai,2020.0,979.6,703.2,2.55
Tamil Nadu,Thanjavur,2016.0,1078.6,604.7,-10.74
Andhra Pradesh,Guntur,2018.0,1036.1,646.7,19.5
Karnataka,Raichur,2021.0,856.6,558.5,-24.26
Punjab,Ludhiana,2023.0,579.6,335.1,-12.88
Maharashtra,Nagpur,2016.0,779.4,556.0,-5.24
Telangana,Adilabad,2016.0,777.9,518.5,-1.84
Karnataka,Raichur,2023.0,692.3,445.6,13.57
Maharashtra,Nagpur,2023.0,553.7,372.7,17.19
Tamil Nadu,Thanjavur,2019.0,849.1,619.5,12.36
Punjab,Ludhiana,2015.0,953.9,670.2,10.83
Maharashtra,Nagpur,2015.0,1192.9,788.4,-15.76
Tamil Nadu,Thanjavur,2016.0,650.9,449.7,9.86
Tamil Nadu,Thanjavur,2019.0,940.3,678.1,16.55
Punjab,Patiala,2018.0,514.6,361.3,-9.54
Tamil Nadu,Coimbatore,2023.0,938.7,572.0,14.82
Tamil Nadu,Coimbatore,2018.0,710.2,523.0,12.53
Andhra Pradesh,Guntur,2022.0,793.9,551.0,5.45
Telangana,Adilabad,2020.0,505.1,303.9,5.92
Andhra Pradesh,Prakasam,2016.0,638.7,356.9,-23.68
Maharashtra,Pune,2016.0,833.7,523.1,21.49
Maharashtra,Aurangabad,2021.0,889.5,536.8,-4.31
Karnataka,Raichur,2017.0,1057.1,787.3,21.56
Tamil Nadu,Coimbatore,2017.0,871.7,613.4,20.93
Andhra Pradesh,Prakasam,2016.0,874.2,581.2,5.22
Telangana,Adilabad,2019.0,1127.7,632.8,-6.51
Telangana,Adilabad,2022.0,1029.2,601.3,14.54
Tamil Nadu,Coimbatore,2018.0,955.1,602.4,-23.72
Tamil Nadu,Thanjavur,2021.0,505.3,344.7,-11.37
Karnataka,Belgaum,2016.0,833.9,575.5,18.21
Andhra Pradesh,Prakasam,2015.0,543.8,305.2,15.09
Maharashtra,Aurangabad,2021.0,669.9,427.1,-20.01
Tamil Nadu,Coimbatore,2023.0,903.2,648.9,0.68
Punjab,Patiala,2015.0,1064.7,650.5,-23.03
Punjab,Patiala,2022.0,561.8,409.7,-17.05
Maharashtra,Pune,2021.0,1173.0,735.3,20.34
Punjab,Ludhiana,2021.0,720.9,452.7,-2.12
Punjab,Amritsar,2016.0,1179.8,842.9,-17.98
Maharashtra,Nagpur,2016.0,865.6,589.8,9.63
Karnataka,Raichur,2018.0,1035.6,687.6,-0.47
Tamil Nadu,Thanjavur,2021.0,627.7,435.8,-8.05
Punjab,Amritsar,2021.0,554.7,308.2,10.62
Telangana,Warangal,2020.0,1110.2,745.5,6.4
Karnataka,Belgaum,2023.0,533.0,348.1,-21.72
Maharashtra,Aurangabad,2023.0,1018.3,599.0,-24.5
Punjab,Ludhiana,2019.0,1167.6,679.8,5.15
Karnataka,Belgaum,2023.0,761.6,438.8,18.39
Karnataka,Raichur,2015.0,545.2,326.1,20.05
Tamil Nadu,Madurai,2018.0,506.7,280.1,-24.63
Telangana,Adilabad,2021.0,741.3,453.6,11.77
Karnataka,Raichur,2015.0,574.2,350.7,18.78
Maharashtra,Pune,2015.0,603.6,374.5,2.41
Andhra Pradesh,Prakasam,2015.0,927.5,623.4,-17.85
Maharashtra,Aurangabad,2015.0,689.9,406.1,5.23
Andhra Pradesh,Prakasam,2016.0,861.4,507.0,1.08
Punjab,Patiala,2023.0,631.4,364.1,4.34
Maharashtra,Nagpur,2021.0,990.3,621.7,-2.75
Maharashtra,Nagpur,2022.0,1142.0,732.6,-15.74
Maharashtra,Aurangabad,2019.0,1153.4,816.3,9.45
Tamil Nadu,Thanjavur,2020.0,1098.2,759.4,6.63
Maharashtra,Aurangabad,2023.0,1010.2,691.3,-11.76
Karnataka,Mandya,2019.0,729.5,425.1,-2.77
Maharashtra,Nagpur,2020.0,526.7,345.9,23.72
Punjab,Amritsar,2015.0,725.5,422.7,-10.24
Tamil Nadu,Thanjavur,2023.0,1020.0,723.9,12.29
Karnataka,Raichur,2023.0,961.5,704.7,-2.9
Tamil Nadu,Madurai,2020.0,1104.8,630.1,19.36
Andhra Pradesh,Prakasam,2018.0,867.9,488.1,21.05
Karnataka,Mandya,2019.0,1113.0,617.0,-12.96
Tamil Nadu,Madurai,2023.0,1100.9,652.1,24.24
Karnataka,Mandya,2023.0,964.6,709.7,21.78
Punjab,Ludhiana,2019.0,773.3,473.6,1.65
Karnataka,Raichur,2018.0,1056.8,758.9,21.35
Telangana,Warangal,2021.0,964.2,623.2,-13.64
Andhra Pradesh,Prakasam,2015.0,669.3,410.8,-10.16
Maharashtra,Aurangabad,2023.0,698.3,510.2,23.21
Telangana,Warangal,2015.0,1105.7,739.5,-10.2
Tamil Nadu,Coimbatore,2023.0,793.0,513.4,15.11
Karnataka,Mandya,2015.0,1047.3,674.9,21.6
Tamil Nadu,Madurai,2016.0,986.6,684.9,5.54
Karnataka,Raichur,2023.0,1091.6,780.2,19.55
Maharashtra,Pune,2021.0,547.7,303.3,3.71
Andhra Pradesh,Guntur,2015.0,650.8,467.3,-4.8
Telangana,Adilabad,2022.0,985.2,568.1,-22.16
Karnataka,Raichur,2015.0,599.7,332.9,-2.32
Tamil Nadu,Madurai,2020.0,761.5,422.5,-22.26
Punjab,Amritsar,2019.0,551.6,350.4,17.14
Maharashtra,Aurangabad,2018.0,528.9,386.9,11.35
Telangana,Adilabad,2020.0,803.7,570.9,20.26
Telangana,Warangal,2017.0,579.5,355.7,3.41
Tamil Nadu,Thanjavur,2015.0,724.3,464.9,-19.12
Telangana,Nizamabad,2022.0,996.2,687.9,-23.56
Karnataka,Belgaum,2017.0,503.4,360.8,-17.37
Karnataka,Belgaum,2023.0,1186.3,698.3,13.8
Telangana,Nizamabad,2022.0,1123.8,726.3,-6.72
Maharashtra,Pune,2019.0,1154.9,724.8,2.26
Telangana,Warangal,2019.0,581.7,408.6,0.27
Telangana,Adilabad,2023.0,923.0,687.2,11.41
Maharashtra,Pune,2020.0,833.4,564.0,-10.71
Punjab,Patiala,2020.0,973.7,621.0,-6.41
Punjab,Amritsar,2016.0,1043.0,695.0,-11.15
Maharashtra,Aurangabad,2018.0,685.8,451.0,-18.63
Karnataka,Raichur,2023.0,1166.9,663.1,-7.71
Telangana,Nizamabad,2023.0,843.4,613.1,-8.69
Andhra Pradesh,Prakasam,2022.0,836.4,525.8,-12.02
Karnataka,Mandya,2019.0,699.3,510.8,8.26
Maharashtra,Pune,2022.0,1158.5,817.3,4.21
Karnataka,Raichur,2016.0,1167.8,875.3,-15.34
Tamil Nadu,Madurai,2022.0,1096.8,822.1,22.71
Telangana,Adilabad,2022.0,1111.6,822.4,23.43
Maharashtra,Aurangabad,2023.0,853.9,558.8,-5.9
Karnataka,Raichur,2019.0,1011.3,591.6,-24.54
Karnataka,Raichur,2015.0,965.3,693.3,-1.47
Punjab,Amritsar,2017.0,601.0,338.9,-14.54
Maharashtra,Pune,2016.0,871.9,550.1,-9.1
Andhra Pradesh,Krishna,2018.0,560.1,315.2,19.61
Karnataka,Mandya,2023.0,587.7,395.6,7.08
Maharashtra,Aurangabad,2015.0,872.2,624.6,-3.49
Tamil Nadu,Coimbatore,2020.0,1051.5,772.0,-12.33
Maharashtra,Nagpur,2016.0,845.9,600.6,11.9
Tamil Nadu,Thanjavur,2021.0,824.2,471.0,19.87
Karnataka,Belgaum,2020.0,984.4,573.9,-5.62
Andhra Pradesh,Prakasam,2017.0,684.1,429.0,20.03
Punjab,Ludhiana,2020.0,1002.8,664.1,23.3
Telangana,Adilabad,2016.0,765.6,457.6,-24.72
Telangana,Warangal,2022.0,1001.6,567.4,7.63
Tamil Nadu,Thanjavur,2015.0,600.2,419.7,5.04
Andhra Pradesh,Guntur,2023.0,677.8,504.8,-9.25
Punjab,Amritsar,2022.0,979.1,586.8,9.33
Telangana,Warangal,2023.0,626.3,455.1,-21.59
Telangana,Nizamabad,2016.0,884.9,632.4,-12.95
Maharashtra,Aurangabad,2019.0,936.6,561.8,4.38
Karnataka,Mandya,2023.0,690.1,462.4,15.65
Maharashtra,Nagpur,2017.0,904.3,638.7,19.63
Tamil Nadu,Coimbatore,2020.0,798.9,515.2,20.04
Telangana,Adilabad,2015.0,937.6,564.3,-10.06
Tamil Nadu,Madurai,2019.0,743.4,489.4,5.72
Andhra Pradesh,Prakasam,2015.0,765.7,563.6,-23.6
Punjab,Amritsar,2023.0,638.9,358.4,-4.17
Maharashtra,Pune,2021.0,1004.3,619.0,19.79
Tamil Nadu,Madurai,2023.0,849.8,635.0,-11.6
Punjab,Amritsar,2018.0,557.5,387.8,9.22
Telangana,Nizamabad,2015.0,905.5,529.3,-9.71
Telangana,Nizamabad,2015.0,912.2,518.5,-21.0
Telangana,Warangal,2017.0,1170.3,661.0,7.79
Telangana,Nizamabad,2023.0,747.8,442.7,0.48
Andhra Pradesh,Krishna,2019.0,1088.2,754.1,8.46
Telangana,Warangal,2022.0,505.5,355.5,17.98
Maharashtra,Pune,2022.0,760.3,511.6,12.55
Telangana,Warangal,2017.0,1174.8,747.4,-1.21
Punjab,Amritsar,2023.0,1022.9,611.7,-3.69
Punjab,Patiala,2019.0,795.5,596.1,-14.04
Andhra Pradesh,Guntur,2017.0,652.8,389.3,21.58
Punjab,Amritsar,2018.0,812.6,517.6,19.47
Telangana,Warangal,2020.0,883.6,581.1,-21.14
Maharashtra,Aurangabad,2019.0,1033.4,692.9,5.64
Tamil Nadu,Thanjavur,2017.0,690.0,392.4,-18.19
Karnataka,Mandya,2017.0,749.0,558.8,22.1
Tamil Nadu,Madurai,2023.0,636.8,428.8,9.47
Andhra Pradesh,Krishna,2023.0,583.6,333.9,21.16
Punjab,Amritsar,2015.0,964.1,617.1,-22.08
Maharashtra,Aurangabad,2017.0,1089.2,664.4,19.88
Punjab,Amritsar,2022.0,728.1,488.2,-3.09
Andhra Pradesh,Guntur,2016.0,761.7,533.9,24.75
Tamil Nadu,Coimbatore,2018.0,582.0,324.9,-10.08
Maharashtra,Pune,2020.0,921.0,654.3,19.3
Tamil Nadu,Coimbatore,2021.0,869.8,543.0,-14.31
Andhra Pradesh,Guntur,2015.0,634.7,393.0,8.96
Tamil Nadu,Madurai,2022.0,594.7,349.7,-15.63
Maharashtra,Pune,2015.0,1086.9,704.5,-21.45
Telangana,Adilabad,2019.0,629.0,439.8,-16.35
Tamil Nadu,Coimbatore,2017.0,1150.5,751.6,17.09
Andhra Pradesh,Krishna,2018.0,804.3,509.0,11.87
Karnataka,Raichur,2019.0,898.4,582.8,-6.06
Tamil Nadu,Coimbatore,2015.0,1009.7,693.3,-19.15
Maharashtra,Aurangabad,2019.0,654.4,446.6,10.56
Punjab,Amritsar,2017.0,632.2,389.9,-23.67
Andhra Pradesh,Guntur,2016.0,1117.9,835.7,-1.42
Karnataka,Mandya,2015.0,528.1,382.6,-16.06
Andhra Pradesh,Krishna,2018.0,591.9,345.3,2.09
Telangana,Nizamabad,2020.0,768.4,540.4,1.46
Tamil Nadu,Thanjavur,2019.0,797.3,449.8,-2.65
Andhra Pradesh,Guntur,2019.0,829.1,545.0,-11.82
Maharashtra,Pune,2016.0,1038.3,758.9,-15.43
Andhra Pradesh,Krishna,2021.0,726.9,506.8,0.74
Karnataka,Raichur,2023.0,755.5,523.9,13.94
Telangana,Adilabad,2018.0,584.8,324.0,16.46
Punjab,Ludhiana,2017.0,982.1,716.9,-7.99
Maharashtra,Nagpur,2017.0,1019.4,720.6,22.56
Karnataka,Raichur,2020.0,608.1,444.8,20.74
Karnataka,Belgaum,2019.0,1044.5,707.3,-9.3
Punjab,Amritsar,2023.0,791.0,508.9,13.66
Karnataka,Raichur,2019.0,788.2,568.6,-18.99
Telangana,Nizamabad,2023.0,713.5,394.9,21.73
Andhra Pradesh,Prakasam,2016.0,648.2,478.5,-2.82
Telangana,Adilabad,2023.0,689.9,480.4,-24.14
Maharashtra,Nagpur,2023.0,1068.2,628.2,-15.98
Punjab,Patiala,2023.0,982.9,584.5,-3.63
Telangana,Nizamabad,2017.0,1109.6,656.7,-13.23
Punjab,Ludhiana,2016.0,739.6,424.3,-0.31
Punjab,Amritsar,2023.0,1199.5,899.3,-3.15
Andhra Pradesh,Prakasam,2015.0,525.0,381.9,4.92
Andhra Pradesh,Prakasam,2021.0,613.9,427.5,-0.02
Telangana,Nizamabad,2018.0,937.8,554.4,-9.93
Karnataka,Raichur,2016.0,699.6,402.7,23.53
Karnataka,Raichur,2021.0,1174.7,856.4,-20.69
Punjab,Patiala,2020.0,943.4,646.4,-22.61
Andhra Pradesh,Prakasam,2022.0,759.4,535.0,-1.95
Andhra Pradesh,Prakasam,2018.0,576.8,424.4,-13.83
Karnataka,Raichur,2017.0,1156.4,749.6,8.26
Tamil Nadu,Coimbatore,2019.0,679.3,446.4,6.91
Andhra Pradesh,Guntur,2018.0,941.7,534.4,0.33
Karnataka,Raichur,2019.0,1096.8,723.7,-9.56
Tamil Nadu,Thanjavur,2017.0,1165.8,813.7,24.54
Maharashtra,Nagpur,2016.0,829.0,590.2,23.08
Maharashtra,Nagpur,2018.0,1088.7,704.9,-23.1
Andhra Pradesh,Krishna,2020.0,634.8,354.8,-10.27
Karnataka,Raichur,2022.0,558.0,359.7,-13.35
Karnataka,Mandya,2023.0,609.1,382.3,7.36
Maharashtra,Pune,2020.0,792.9,558.9,11.37
Tamil Nadu,Madurai,2015.0,804.0,445.7,-19.21
Maharashtra,Aurangabad,2021.0,507.5,377.5,-5.79
Andhra Pradesh,Guntur,2023.0,630.8,419.8,18.18
Karnataka,Mandya,2022.0,719.2,457.5,-14.03
Tamil Nadu,Thanjavur,2015.0,909.6,558.8,24.43
Karnataka,Belgaum,2018.0,579.0,348.8,18.24
Telangana,Nizamabad,2021.0,1191.9,678.1,9.3
Andhra Pradesh,Prakasam,2022.0,723.8,455.2,-3.4
Punjab,Amritsar,2019.0,1059.0,785.6,21.81
Karnataka,Raichur,2017.0,620.8,393.1,16.37
Tamil Nadu,Madurai,2017.0,736.8,455.8,13.69
Andhra Pradesh,Guntur,2018.0,1059.8,657.0,-22.05
Karnataka,Raichur,2023.0,1044.0,651.1,6.32
Telangana,Adilabad,2019.0,932.0,646.6,18.11
Tamil Nadu,Madurai,2020.0,1090.0,662.8,2.88
Tamil Nadu,Thanjavur,2016.0,1125.6,806.8,20.15
Maharashtra,Aurangabad,2017.0,1155.0,830.6,15.51
Maharashtra,Aurangabad,2018.0,702.0,455.8,16.77
Karnataka,Mandya,2017.0,1157.8,753.0,21.94
Andhra Pradesh,Krishna,2022.0,560.2,417.3,-2.4
Andhra Pradesh,Guntur,2015.0,658.1,367.7,-22.34
Maharashtra,Nagpur,2021.0,546.2,334.4,-2.25
Punjab,Ludhiana,2022.0,938.6,528.7,-11.4
Tamil Nadu,Thanjavur,2015.0,1054.7,586.0,-24.23
Andhra Pradesh,Guntur,2018.0,541.3,388.5,6.91
Karnataka,Mandya,2019.0,1077.2,719.3,-12.24
