State,District,Crop_Year,Crop,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Fertilizer_Type,Fertilizer_Used_kg_per_ha
Punjab,Ludhiana,2022.0,Soybean,65.0,77.1,22.5,,
Andhra Pradesh,Guntur,2023.0,Maize,103.9,20.7,89.0,,
Karnataka,Belgaum,2019.0,Rice,46.9,44.4,51.7,,
Andhra Pradesh,Guntur,2017.0,Soybean,42.8,67.8,73.5,,
Punjab,Amritsar,2015.0,Soybean,79.4,29.6,50.4,,
Telangana,Adilabad,2023.0,Rice,133.0,82.8,43.0,,
Maharashtra,Aurangabad,2017.0,Groundnut,111.1,74.9,29.1,,
Telangana,Nizamabad,2020.0,Rice,60.5,89.4,62.9,,
Tamil Nadu,Madurai,2015.0,Rice,81.6,57.0,76.5,,
Karnataka,Belgaum,2020.0,Maize,41.0,33.8,70.9,,
Karnataka,Belgaum,2020.0,Soybean,140.2,66.7,88.0,,
Karnataka,Mandya,2018.0,Rice,145.4,21.8,69.1,,
Karnataka,Mandya,2018.0,Pulses,100.3,81.4,51.1,,
Andhra Pradesh,Prakasam,2019.0,Groundnut,97.8,47.1,49.5,,
Tamil Nadu,Madurai,2016.0,Cotton,115.1,21.3,86.0,,
Andhra Pradesh,Guntur,2019.0,Wheat,161.8,84.7,62.9,,
Maharashtra,Aurangabad,2015.0,Cotton,107.3,29.6,54.3,,
Punjab,Patiala,2021.0,Rice,147.4,35.5,60.7,,
Maharashtra,Aurangabad,2018.0,Maize,107.4,79.8,29.0,,
Telangana,Adilabad,2019.0,Pulses,125.7,75.4,50.9,,
Karnataka,Raichur,2015.0,Groundnut,75.1,25.5,65.8,,
Telangana,Warangal,2019.0,Pulses,132.4,81.7,89.3,,
Maharashtra,Pune,2021.0,Maize,87.3,36.9,66.2,,
Karnataka,Mandya,2015.0,Cotton,160.3,68.4,45.4,,
Punjab,Amritsar,2017.0,Soybean,86.9,44.1,77.9,,
Tamil Nadu,Thanjavur,2021.0,Maize,93.5,63.6,82.8,,
Andhra Pradesh,Prakasam,2023.0,Wheat,61.8,65.0,24.7,,
Punjab,Patiala,2018.0,Cotton,166.8,37.2,24.5,,
Andhra Pradesh,Prakasam,2016.0,Soybean,144.5,54.5,22.2,,
Telangana,Warangal,2015.0,Rice,156.6,24.0,55.4,,
Maharashtra,Pune,2019.0,Maize,86.1,72.3,64.5,,
Punjab,Patiala,2016.0,Maize,44.5,57.2,58.4,,
Tamil Nadu,Thanjavur,2022.0,Pulses,95.4,32.4,45.1,,
Punjab,Amritsar,2020.0,Rice,121.5,66.3,55.1,,
Telangana,Warangal,2018.0,Maize,122.7,85.2,49.8,,
Maharashtra,Pune,2021.0,Pulses,176.6,60.9,88.0,,
Karnataka,Raichur,2016.0,Soybean,163.9,22.0,80.0,,
Maharashtra,Nagpur,2018.0,Pulses,82.4,44.3,73.9,,
Andhra Pradesh,Guntur,2015.0,Rice,130.5,34.0,56.0,,
Telangana,Warangal,2018.0,Cotton,51.1,75.3,66.6,,
Andhra Pradesh,Guntur,2022.0,Sugarcane,123.8,79.1,80.6,,
Andhra Pradesh,Prakasam,2021.0,Cotton,83.0,31.4,68.0,,
Telangana,Nizamabad,2019.0,Groundnut,40.8,60.9,74.5,,
Maharashtra,Nagpur,2021.0,Rice,151.8,82.2,20.9,,
Karnataka,Raichur,2022.0,Sugarcane,68.4,71.7,61.3,,
Tamil Nadu,Thanjavur,2022.0,Rice,96.1,77.0,29.0,,
Punjab,Amritsar,2023.0,Wheat,82.4,24.9,22.7,,
Telangana,Nizamabad,2023.0,Wheat,90.2,64.1,22.5,,
Tamil Nadu,Madurai,2023.0,Rice,171.8,28.8,69.9,,
Punjab,Amritsar,2021.0,Maize,138.9,77.1,70.6,,
Tamil Nadu,Madurai,2016.0,Maize,102.6,29.9,40.0,,
Telangana,Nizamabad,2019.0,Rice,78.9,59.0,36.7,,
Punjab,Amritsar,2016.0,Wheat,173.9,80.3,66.9,,
Maharashtra,Aurangabad,2020.0,Groundnut,106.9,89.9,58.6,,
Punjab,Patiala,2016.0,Wheat,57.8,23.8,87.7,,
Andhra Pradesh,Krishna,2015.0,Rice,68.7,41.4,84.3,,
Maharashtra,Pune,2017.0,Rice,74.8,23.9,87.8,,
Maharashtra,Nagpur,2023.0,Sugarcane,115.5,22.1,68.2,,
Telangana,Warangal,2021.0,Maize,55.8,89.3,76.9,,
Karnataka,Raichur,2022.0,Soybean,120.8,33.8,34.0,,
Telangana,Adilabad,2017.0,Cotton,118.9,24.9,63.4,,
Tamil Nadu,Madurai,2017.0,Pulses,78.3,56.6,53.5,,
Andhra Pradesh,Guntur,2019.0,Soybean,97.2,88.3,70.9,,
Karnataka,Belgaum,2021.0,Groundnut,106.0,26.5,57.0,,
Andhra Pradesh,Prakasam,2016.0,Maize,99.1,82.2,76.6,,
Andhra Pradesh,Krishna,2020.0,Maize,75.3,34.2,29.9,,
Punjab,Amritsar,2019.0,Wheat,171.5,23.0,55.3,,
Karnataka,Belgaum,2020.0,Groundnut,88.9,39.0,37.2,,
Tamil Nadu,Madurai,2015.0,Groundnut,123.2,27.3,28.5,,
Telangana,Nizamabad,2015.0,Groundnut,53.3,76.4,56.1,,
Maharashtra,Nagpur,2015.0,Pulses,46.8,45.4,67.1,,
Telangana,Warangal,2015.0,Cotton,148.0,71.0,51.0,,
Punjab,Patiala,2018.0,Maize,176.3,43.9,74.2,,
Andhra Pradesh,Krishna,2016.0,Pulses,140.9,44.4,86.6,,
Andhra Pradesh,Krishna,2023.0,Pulses,173.5,39.9,53.3,,
Karnataka,Belgaum,2020.0,Soybean,54.0,23.5,58.6,,
Karnataka,Belgaum,2019.0,Pulses,144.8,44.4,36.5,,
Tamil Nadu,Madurai,2020.0,Maize,97.7,59.4,36.4,,
Telangana,Warangal,2021.0,Groundnut,49.5,66.7,24.6,,
Punjab,Patiala,2017.0,Sugarcane,97.6,74.0,24.5,,
Andhra Pradesh,Guntur,2018.0,Cotton,99.3,84.4,32.4,,
Andhra Pradesh,Krishna,2016.0,Rice,125.2,62.6,69.2,,
Karnataka,Mandya,2020.0,Wheat,162.7,55.0,54.5,,
Telangana,Adilabad,2019.0,Maize,51.3,76.0,56.1,,
Andhra Pradesh,Krishna,2018.0,Wheat,105.2,50.2,20.9,,
Maharashtra,Nagpur,2017.0,Groundnut,117.8,74.7,27.4,,
Andhra Pradesh,Guntur,2022.0,Groundnut,140.0,36.5,66.9,,
Karnataka,Raichur,2018.0,Cotton,83.5,85.4,74.7,,
Tamil Nadu,Coimbatore,2015.0,Cotton,128.7,45.4,37.7,,
Maharashtra,Aurangabad,2020.0,Rice,54.4,77.1,40.5,,
Telangana,Warangal,2021.0,Groundnut,54.8,88.7,66.7,,
Telangana,Warangal,2021.0,Pulses,117.8,74.6,68.0,,
Telangana,Warangal,2021.0,Wheat,83.6,34.3,78.0,,
Maharashtra,Pune,2017.0,Maize,44.6,87.6,49.4,,
Tamil Nadu,Thanjavur,2022.0,Wheat,56.2,50.4,23.2,,
Andhra Pradesh,Krishna,2021.0,Cotton,111.4,59.1,57.5,,
Tamil Nadu,Thanjavur,2018.0,Cotton,81.3,66.5,76.8,,
Punjab,Ludhiana,2019.0,Cotton,88.8,81.9,89.8,,
Punjab,Ludhiana,2016.0,Pulses,72.7,81.4,83.7,,
Maharashtra,Nagpur,2015.0,Sugarcane,150.3,26.9,41.2,,
Tamil Nadu,Thanjavur,2017.0,Sugarcane,81.1,67.7,26.6,,
Karnataka,Belgaum,2019.0,Wheat,179.5,29.5,83.2,,
Karnataka,Raichur,2021.0,Sugarcane,43.6,37.3,38.2,,
Punjab,Ludhiana,2022.0,Sugarcane,71.0,23.8,52.8,,
Telangana,Adilabad,2020.0,Soybean,105.3,85.3,51.3,,
Punjab,Ludhiana,2016.0,Pulses,147.5,24.1,79.3,,
Karnataka,Belgaum,2023.0,Groundnut,153.2,64.8,54.3,,
Karnataka,Raichur,2019.0,Rice,95.7,87.3,62.8,,
Maharashtra,Aurangabad,2021.0,Sugarcane,164.2,48.3,41.5,,
Andhra Pradesh,Guntur,2016.0,Maize,162.7,85.7,61.3,,
Maharashtra,Nagpur,2023.0,Pulses,41.2,33.7,72.8,,
Tamil Nadu,Madurai,2018.0,Pulses,49.0,88.8,73.8,,
Maharashtra,Aurangabad,2020.0,Sugarcane,52.0,71.2,88.6,,
Maharashtra,Aurangabad,2018.0,Rice,124.6,36.5,25.2,,
Andhra Pradesh,Prakasam,2019.0,Pulses,125.3,61.1,85.4,,
Punjab,Patiala,2020.0,Soybean,178.6,61.8,22.2,,
Punjab,Patiala,2016.0,Wheat,42.3,54.9,83.6,,
Andhra Pradesh,Guntur,2018.0,Wheat,65.6,48.1,53.3,,
Punjab,Amritsar,2018.0,Wheat,137.4,75.9,75.6,,
Telangana,Warangal,2016.0,Soybean,152.1,79.7,79.6,,
Maharashtra,Aurangabad,2018.0,Soybean,124.7,61.7,25.5,,
Tamil Nadu,Madurai,2016.0,Groundnut,41.8,33.8,20.6,,
Maharashtra,Pune,2022.0,Cotton,167.5,67.8,58.5,,
Karnataka,Mandya,2016.0,Sugarcane,96.4,66.9,78.2,,
Andhra Pradesh,Krishna,2020.0,Sugarcane,129.1,67.0,38.3,,
Tamil Nadu,Coimbatore,2023.0,Soybean,154.4,53.7,64.7,,
Telangana,Nizamabad,2021.0,Cotton,178.4,82.2,26.3,,
Maharashtra,Nagpur,2019.0,Rice,160.9,50.8,66.0,,
Maharashtra,Nagpur,2021.0,Soybean,120.0,31.8,82.4,,
Tamil Nadu,Madurai,2020.0,Pulses,171.5,85.9,58.6,,
Tamil Nadu,Thanjavur,2019.0,Soybean,137.3,39.4,31.9,,
Telangana,Warangal,2017.0,Soybean,61.1,53.9,21.7,,
Telangana,Nizamabad,2023.0,Rice,45.8,68.3,67.0,,
Telangana,Adilabad,2018.0,Soybean,69.4,35.3,45.4,,
Punjab,Patiala,2022.0,Sugarcane,121.2,67.9,88.8,,
Punjab,Ludhiana,2017.0,Soybean,115.9,51.3,29.1,,
Telangana,Adilabad,2020.0,Sugarcane,43.9,77.5,57.7,,
Andhra Pradesh,Prakasam,2019.0,Maize,87.6,41.9,82.3,,
Tamil Nadu,Thanjavur,2021.0,Maize,66.6,57.9,78.6,,
Tamil Nadu,Thanjavur,2016.0,Cotton,65.5,25.5,85.6,,
Andhra Pradesh,Prakasam,2017.0,Pulses,90.5,49.2,73.7,,
Tamil Nadu,Thanjavur,2018.0,Soybean,54.0,74.6,48.1,,
Telangana,Warangal,2022.0,Pulses,110.8,82.5,71.1,,
Maharashtra,Nagpur,2016.0,Maize,133.6,20.1,55.5,,
Maharashtra,Aurangabad,2021.0,Sugarcane,49.9,61.7,28.8,,
Tamil Nadu,Coimbatore,2016.0,Sugarcane,143.7,83.4,76.1,,
Andhra Pradesh,Guntur,2020.0,Rice,151.8,32.6,55.9,,
Telangana,Adilabad,2022.0,Wheat,41.2,25.9,55.0,,
Telangana,Warangal,2022.0,Maize,117.4,84.6,57.9,,
Maharashtra,Nagpur,2020.0,Wheat,160.0,63.5,52.9,,
Maharashtra,Nagpur,2022.0,Wheat,82.7,29.4,21.0,,
Telangana,Adilabad,2018.0,Maize,66.4,69.1,83.9,,
Telangana,Warangal,2019.0,Groundnut,130.2,70.9,20.2,,
Karnataka,Raichur,2018.0,Groundnut,50.1,72.1,61.6,,
Andhra Pradesh,Prakasam,2016.0,Groundnut,83.5,56.0,46.4,,
Punjab,Amritsar,2020.0,Cotton,178.7,36.9,31.3,,
Telangana,Warangal,2019.0,Maize,150.4,60.9,57.6,,
Maharashtra,Pune,2022.0,Sugarcane,91.1,37.0,76.3,,
Telangana,Nizamabad,2015.0,Pulses,144.8,64.1,65.4,,
Telangana,Warangal,2019.0,Wheat,66.0,76.4,61.7,,
Punjab,Ludhiana,2019.0,Pulses,80.1,68.5,86.0,,
Maharashtra,Pune,2015.0,Pulses,57.5,82.3,62.1,,
Tamil Nadu,Coimbatore,2018.0,Cotton,113.8,84.9,61.3,,
Karnataka,Mandya,2015.0,Groundnut,50.2,81.6,42.6,,
Maharashtra,Pune,2020.0,Maize,44.0,33.5,59.7,,
Karnataka,Mandya,2023.0,Pulses,156.8,73.5,70.5,,
Tamil Nadu,Coimbatore,2015.0,Maize,50.0,23.4,77.9,,
Tamil Nadu,Madurai,2018.0,Maize,58.6,74.9,47.8,,
Punjab,Ludhiana,2015.0,Rice,134.0,22.6,41.3,,
Telangana,Adilabad,2018.0,Maize,84.5,82.3,58.7,,
Tamil Nadu,Coimbatore,2023.0,Maize,67.2,34.0,78.7,,
Telangana,Adilabad,2022.0,Groundnut,178.3,53.7,65.6,,
Maharashtra,Pune,2022.0,Sugarcane,63.5,89.3,56.1,,
Tamil Nadu,Coimbatore,2016.0,Sugarcane,178.1,52.3,35.5,,
Tamil Nadu,Madurai,2019.0,Maize,60.4,86.3,41.5,,
Karnataka,Mandya,2016.0,Cotton,82.2,35.6,56.3,,
Tamil Nadu,Madurai,2015.0,Sugarcane,166.5,51.0,89.4,,
Karnataka,Mandya,2018.0,Pulses,104.0,82.4,38.6,,
Maharashtra,Pune,2022.0,Maize,105.1,89.2,44.2,,
Andhra Pradesh,Krishna,2016.0,Sugarcane,163.8,23.1,67.6,,
Punjab,Ludhiana,2020.0,Groundnut,164.6,22.1,79.8,,
Telangana,Adilabad,2019.0,Groundnut,172.3,72.8,81.9,,
Punjab,Patiala,2021.0,Soybean,144.2,32.3,86.5,,
Telangana,Warangal,2023.0,Wheat,174.2,73.4,85.4,,
Punjab,Patiala,2022.0,Cotton,60.6,70.8,76.8,,
Tamil Nadu,Coimbatore,2016.0,Groundnut,72.7,87.8,79.6,,
Punjab,Patiala,2017.0,Groundnut,157.7,76.7,35.8,,
Maharashtra,Pune,2022.0,Maize,51.3,89.3,36.9,,
Andhra Pradesh,Krishna,2020.0,Cotton,109.4,63.9,36.7,,
Andhra Pradesh,Prakasam,2022.0,Groundnut,91.8,64.7,63.8,,
Karnataka,Belgaum,2019.0,Soybean,178.9,48.5,85.7,,
Andhra Pradesh,Krishna,2017.0,Groundnut,75.7,49.8,28.0,,
Tamil Nadu,Madurai,2023.0,Soybean,42.7,86.3,72.5,,
Punjab,Patiala,2020.0,Wheat,152.9,22.4,39.6,,
Tamil Nadu,Madurai,2021.0,Rice,60.8,54.7,77.4,,
Karnataka,Mandya,2017.0,Wheat,120.4,83.6,85.2,,
Karnataka,Belgaum,2020.0,Pulses,70.7,26.9,22.6,,
Punjab,Ludhiana,2023.0,Rice,123.1,49.5,78.3,,
Karnataka,Raichur,2020.0,Pulses,156.2,42.4,37.9,,
Maharashtra,Pune,2017.0,Groundnut,117.4,75.0,73.7,,
Andhra Pradesh,Prakasam,2021.0,Sugarcane,88.9,57.8,84.5,,
Andhra Pradesh,Prakasam,2016.0,Maize,94.9,59.0,58.1,,
Punjab,Ludhiana,2021.0,Maize,64.1,63.0,50.8,,
Maharashtra,Pune,2023.0,Sugarcane,157.9,28.4,62.5,,
Karnataka,Belgaum,2015.0,Maize,170.9,63.2,48.2,,
Telangana,Nizamabad,2022.0,Wheat,61.4,27.5,26.1,,
Karnataka,Belgaum,2017.0,Wheat,113.9,27.7,39.5,,
Telangana,Nizamabad,2019.0,Cotton,161.5,64.5,50.4,,
Telangana,Nizamabad,2018.0,Wheat,91.3,40.5,82.1,,
Maharashtra,Pune,2023.0,Sugarcane,111.4,24.9,25.9,,
Punjab,Amritsar,2019.0,Rice,175.2,78.4,74.4,,
Maharashtra,Aurangabad,2019.0,Pulses,168.0,55.5,29.4,,
Andhra Pradesh,Guntur,2016.0,Maize,104.4,20.1,31.6,,
Punjab,Amritsar,2017.0,Pulses,100.3,22.8,49.8,,
Maharashtra,Pune,2023.0,Wheat,87.2,45.6,71.2,,
Karnataka,Mandya,2018.0,Pulses,146.6,38.6,35.0,,
Telangana,Adilabad,2020.0,Wheat,119.6,65.6,51.2,,
Telangana,Adilabad,2019.0,Cotton,58.7,48.1,26.8,,
Punjab,Patiala,2018.0,Groundnut,168.5,40.2,88.8,,
Punjab,Amritsar,2021.0,Wheat,112.6,31.2,50.6,,
Tamil Nadu,Madurai,2015.0,Pulses,83.1,55.6,71.4,,
Tamil Nadu,Coimbatore,2015.0,Maize,131.6,48.3,64.4,,
Andhra Pradesh,Krishna,2021.0,Rice,151.8,21.9,68.3,,
Andhra Pradesh,Guntur,2023.0,Sugarcane,153.1,86.2,59.3,,
Tamil Nadu,Thanjavur,2019.0,Rice,103.0,70.1,21.7,,
Maharashtra,Pune,2020.0,Groundnut,113.4,53.3,76.2,,
Karnataka,Mandya,2021.0,Sugarcane,136.9,87.6,74.9,,
Punjab,Patiala,2016.0,Sugarcane,112.5,35.7,55.4,,
Karnataka,Raichur,2018.0,Maize,75.3,84.9,75.8,,
Telangana,Adilabad,2021.0,Maize,133.4,67.1,46.7,,
Punjab,Patiala,2021.0,Pulses,159.1,88.3,66.7,,
Maharashtra,Aurangabad,2017.0,Rice,60.0,44.1,83.0,,
Punjab,Patiala,2016.0,Cotton,130.0,40.2,64.1,,
Andhra Pradesh,Guntur,2022.0,Rice,77.4,77.8,42.1,,
Maharashtra,Pune,2015.0,Rice,169.3,78.9,88.8,,
Tamil Nadu,Thanjavur,2022.0,Soybean,170.0,57.5,72.9,,
Tamil Nadu,Coimbatore,2023.0,Maize,151.6,78.5,53.6,,
Andhra Pradesh,Guntur,2015.0,Cotton,46.8,69.8,63.8,,
Karnataka,Mandya,2018.0,Sugarcane,142.9,20.5,50.8,,
Maharashtra,Pune,2023.0,Pulses,81.1,64.4,24.4,,
Telangana,Warangal,2019.0,Pulses,172.7,66.2,84.7,,
Maharashtra,Pune,2022.0,Groundnut,133.6,62.9,35.2,,
Telangana,Nizamabad,2020.0,Sugarcane,45.4,48.6,58.2,,
Tamil Nadu,Thanjavur,2015.0,Sugarcane,178.3,44.8,25.5,,
Telangana,Adilabad,2020.0,Cotton,110.6,31.0,54.0,,
Punjab,Patiala,2017.0,Wheat,149.2,77.8,22.1,,
Maharashtra,Aurangabad,2019.0,Cotton,119.7,41.9,84.1,,
Punjab,Amritsar,2016.0,Rice,176.3,80.6,65.7,,
Tamil Nadu,Madurai,2020.0,Groundnut,176.3,86.7,29.9,,
Telangana,Adilabad,2019.0,Rice,47.5,49.4,25.8,,
Karnataka,Raichur,2015.0,Groundnut,97.0,73.5,82.9,,
Punjab,Ludhiana,2019.0,Maize,116.4,36.9,69.0,,
Andhra Pradesh,Krishna,2022.0,Pulses,165.6,21.5,49.5,,
Andhra Pradesh,Krishna,2023.0,Soybean,83.7,67.6,72.5,,
Maharashtra,Nagpur,2017.0,Groundnut,108.8,31.7,64.5,,
Punjab,Ludhiana,2022.0,Wheat,95.6,31.7,77.1,,
Punjab,Amritsar,2018.0,Wheat,45.7,36.7,66.1,,
Telangana,Nizamabad,2020.0,Maize,80.6,21.9,69.1,,
Tamil Nadu,Coimbatore,2017.0,Maize,154.6,46.3,53.6,,
Maharashtra,Pune,2020.0,Rice,70.7,46.5,88.3,,
Maharashtra,Aurangabad,2020.0,Groundnut,44.2,44.8,26.4,,
Maharashtra,Nagpur,2023.0,Maize,60.0,60.9,41.2,,
Karnataka,Belgaum,2018.0,Maize,115.9,61.3,63.1,,
Tamil Nadu,Madurai,2018.0,Sugarcane,80.8,69.8,73.0,,
Karnataka,Mandya,2022.0,Maize,42.1,44.5,87.7,,
Andhra Pradesh,Guntur,2018.0,Groundnut,55.3,78.9,53.4,,
Telangana,Adilabad,2019.0,Soybean,104.5,42.4,62.0,,
Punjab,Amritsar,2023.0,Maize,134.8,27.6,60.5,,
Maharashtra,Nagpur,2015.0,Pulses,61.8,29.0,20.4,,
Karnataka,Belgaum,2021.0,Maize,63.3,77.3,36.7,,
Karnataka,Mandya,2018.0,Soybean,167.5,44.4,28.0,,
Telangana,Nizamabad,2015.0,Rice,96.7,28.4,27.6,,
Andhra Pradesh,Guntur,2015.0,Cotton,176.7,35.1,56.5,,
Tamil Nadu,Thanjavur,2023.0,Maize,64.7,34.0,50.8,,
Karnataka,Mandya,2018.0,Sugarcane,73.9,33.5,31.8,,
Maharashtra,Nagpur,2018.0,Groundnut,130.2,38.8,63.5,,
Tamil Nadu,Thanjavur,2016.0,Rice,59.4,71.3,76.8,,
Karnataka,Mandya,2021.0,Sugarcane,103.7,68.6,86.0,,
Maharashtra,Nagpur,2023.0,Maize,102.5,75.1,80.1,,
Punjab,Amritsar,2018.0,Maize,127.2,56.8,74.4,,
Tamil Nadu,Madurai,2019.0,Soybean,142.5,66.3,68.9,,
Andhra Pradesh,Guntur,2015.0,Soybean,158.6,89.8,21.0,,
Karnataka,Raichur,2015.0,Groundnut,81.7,23.6,29.8,,
Andhra Pradesh,Prakasam,2021.0,Rice,69.6,22.5,60.3,,
Andhra Pradesh,Guntur,2015.0,Groundnut,71.2,67.1,40.0,,
Tamil Nadu,Madurai,2015.0,Sugarcane,162.3,41.3,31.9,,
Tamil Nadu,Thanjavur,2018.0,Maize,86.1,67.3,45.0,,
Karnataka,Raichur,2017.0,Sugarcane,83.2,50.7,81.4,,
Tamil Nadu,Madurai,2019.0,Sugarcane,109.7,86.9,27.0,,
Telangana,Adilabad,2015.0,Cotton,124.4,21.8,68.9,,
Karnataka,Raichur,2017.0,Wheat,57.2,27.4,49.0,,
Karnataka,Raichur,2015.0,Sugarcane,105.8,22.0,38.8,,
Maharashtra,Nagpur,2021.0,Sugarcane,53.1,24.6,61.5,,
Andhra Pradesh,Prakasam,2020.0,Rice,171.1,41.2,47.3,,
Karnataka,Raichur,2018.0,Pulses,94.4,64.2,81.3,,
Telangana,Adilabad,2019.0,Pulses,127.8,34.1,46.7,,
Telangana,Nizamabad,2016.0,Rice,85.5,52.4,74.1,,
Tamil Nadu,Coimbatore,2018.0,Pulses,110.2,89.1,82.3,,
Andhra Pradesh,Krishna,2020.0,Pulses,141.7,50.8,36.1,,
Andhra Pradesh,Guntur,2019.0,Cotton,100.0,56.1,51.1,,
Punjab,Patiala,2021.0,Pulses,173.3,64.5,70.4,,
Maharashtra,Nagpur,2017.0,Soybean,114.5,27.0,34.6,,
Karnataka,Mandya,2019.0,Wheat,118.5,25.2,30.8,,
Andhra Pradesh,Krishna,2018.0,Rice,150.1,20.8,60.2,,
Tamil Nadu,Coimbatore,2019.0,Cotton,156.2,35.1,78.9,,
Maharashtra,Pune,2016.0,Maize,93.2,27.4,82.9,,
Punjab,Patiala,2020.0,Cotton,57.9,32.6,47.3,,
Karnataka,Mandya,2019.0,Soybean,89.7,38.3,49.1,,
Maharashtra,Nagpur,2018.0,Groundnut,143.0,70.3,29.9,,
Punjab,Amritsar,2020.0,Maize,177.9,84.1,63.0,,
Karnataka,Belgaum,2015.0,Wheat,152.7,59.1,70.3,,
Karnataka,Belgaum,2020.0,Cotton,148.5,47.9,73.5,,
Tamil Nadu,Thanjavur,2022.0,Groundnut,66.1,36.2,53.7,,
Tamil Nadu,Coimbatore,2015.0,Maize,71.4,29.8,75.2,,
Tamil Nadu,Thanjavur,2019.0,Rice,52.2,61.6,56.0,,
Karnataka,Raichur,2019.0,Groundnut,100.2,86.1,85.0,,
Karnataka,Raichur,2020.0,Cotton,80.6,23.2,36.8,,
Maharashtra,Aurangabad,2015.0,Pulses,102.2,30.1,37.4,,
Maharashtra,Nagpur,2021.0,Soybean,137.2,32.5,87.7,,
Telangana,Adilabad,2020.0,Sugarcane,108.6,23.5,87.4,,
Telangana,Nizamabad,2019.0,Maize,63.6,42.5,52.5,,
Punjab,Patiala,2016.0,Maize,59.8,24.5,70.0,,
Tamil Nadu,Madurai,2019.0,Maize,92.0,81.9,43.8,,
Andhra Pradesh,Guntur,2019.0,Rice,79.9,22.9,23.1,,
Andhra Pradesh,Krishna,2018.0,Soybean,177.3,30.4,27.8,,
Telangana,Nizamabad,2018.0,Pulses,159.0,55.0,43.7,,
Punjab,Patiala,2020.0,Maize,116.0,76.1,77.1,,
Karnataka,Mandya,2015.0,Cotton,147.9,71.9,21.2,,
Punjab,Ludhiana,2015.0,Sugarcane,121.3,31.8,47.7,,
Maharashtra,Nagpur,2022.0,Pulses,160.6,29.7,61.7,,
Telangana,Adilabad,2021.0,Soybean,147.6,57.1,32.0,,
Telangana,Nizamabad,2022.0,Cotton,177.4,79.4,64.4,,
Tamil Nadu,Coimbatore,2020.0,Wheat,165.8,50.8,33.8,,
Tamil Nadu,Thanjavur,2021.0,Maize,165.6,62.0,50.5,,
Andhra Pradesh,Prakasam,2020.0,Maize,174.4,25.0,31.2,,
Telangana,Warangal,2023.0,Cotton,101.8,84.6,63.3,,
Punjab,Patiala,2021.0,Maize,109.3,49.9,81.8,,
Andhra Pradesh,Prakasam,2018.0,Maize,179.2,31.2,22.8,,
Karnataka,Belgaum,2015.0,Rice,102.4,58.1,87.6,,
Tamil Nadu,Coimbatore,2016.0,Soybean,119.1,53.0,33.6,,
Andhra Pradesh,Krishna,2021.0,Cotton,65.6,31.9,84.8,,
Maharashtra,Nagpur,2015.0,Soybean,66.1,23.6,48.4,,
Andhra Pradesh,Guntur,2019.0,Pulses,142.2,49.3,43.2,,
Punjab,Ludhiana,2018.0,Cotton,61.9,53.2,66.3,,
Karnataka,Raichur,2021.0,Groundnut,132.4,89.1,53.5,,
Karnataka,Raichur,2016.0,Sugarcane,113.5,68.0,40.1,,
Telangana,Nizamabad,2023.0,Wheat,79.1,73.5,47.8,,
Karnataka,Mandya,2018.0,Groundnut,131.8,88.0,23.3,,
Tamil Nadu,Coimbatore,2018.0,Rice,103.1,49.9,36.4,,
Telangana,Nizamabad,2016.0,Soybean,161.2,40.0,85.9,,
Maharashtra,Aurangabad,2019.0,Wheat,112.9,78.1,42.8,,
Tamil Nadu,Madurai,2023.0,Rice,128.6,59.9,87.4,,
Tamil Nadu,Coimbatore,2023.0,Pulses,48.5,74.9,20.9,,
Tamil Nadu,Thanjavur,2023.0,Cotton,164.6,46.0,78.3,,
Telangana,Warangal,2022.0,Cotton,158.8,54.8,64.8,,
Maharashtra,Pune,2023.0,Soybean,87.6,70.8,22.7,,
Maharashtra,Nagpur,2021.0,Groundnut,124.3,71.1,58.3,,
Maharashtra,Nagpur,2021.0,Maize,122.7,81.8,20.8,,
Karnataka,Mandya,2023.0,Pulses,171.5,69.9,80.2,,
Maharashtra,Nagpur,2021.0,Sugarcane,43.3,53.2,45.9,,
Andhra Pradesh,Krishna,2019.0,Cotton,152.8,55.7,22.8,,
Tamil Nadu,Thanjavur,2018.0,Maize,74.0,66.9,66.6,,
Telangana,Nizamabad,2022.0,Rice,50.5,65.5,87.0,,
Telangana,Adilabad,2017.0,Groundnut,176.9,69.4,48.8,,
Karnataka,Mandya,2019.0,Sugarcane,84.4,74.2,25.3,,
Punjab,Amritsar,2015.0,Wheat,161.4,59.7,29.7,,
Karnataka,Mandya,2015.0,Sugarcane,145.4,86.7,71.9,,
Karnataka,Raichur,2015.0,Sugarcane,166.7,52.7,41.3,,
Telangana,Nizamabad,2022.0,Groundnut,136.0,89.4,47.7,,
Tamil Nadu,Coimbatore,2022.0,Wheat,84.4,31.5,82.4,,
Punjab,Ludhiana,2021.0,Rice,147.9,34.7,72.0,,
Andhra Pradesh,Prakasam,2019.0,Sugarcane,79.1,67.7,30.2,,
Punjab,Ludhiana,2019.0,Cotton,122.7,38.3,64.3,,
Punjab,Amritsar,2021.0,Wheat,107.3,77.0,55.5,,
Punjab,Amritsar,2017.0,Wheat,134.2,34.5,79.9,,
Telangana,Nizamabad,2019.0,Wheat,116.2,56.0,50.1,,
Telangana,Nizamabad,2016.0,Wheat,44.3,72.9,59.9,,
Maharashtra,Aurangabad,2023.0,Cotton,112.3,64.6,62.8,,
