State,District,Crop_Year,Soil_Type,pH_Level,Organic_Carbon_%,Fertility_Level
Karnataka,Belgaum,2017,Clay,7.15,1.05,Medium
Tamil Nadu,Coimbatore,2015,Clay,7.18,0.58,Medium
Punjab,Patiala,2022,Alluvial,5.71,1.14,High
Telangana,Nizamabad,2019,Clay,6.0,0.81,Low
Karnataka,Mandya,2017,Alluvial,7.69,0.94,High
Maharashtra,Aurangabad,2021,Clay,6.1,0.73,Medium
Karnataka,Mandya,2021,Red,7.55,0.61,High
Andhra Pradesh,Prakasam,2015,Clay,6.36,0.83,Low
Andhra Pradesh,Krishna,2023,Clay,7.76,0.68,Medium
Karnataka,Belgaum,2016,Clay,6.73,1.04,Low
Punjab,Amritsar,2019,Alluvial,6.82,0.5,Medium
Andhra Pradesh,Krishna,2019,Clay,6.37,0.56,Low
Punjab,Amritsar,2022,Clay,5.94,0.44,High
Andhra Pradesh,Guntur,2022,Red,7.69,0.44,Low
Punjab,Amritsar,2021,Black,5.99,1.1,Low
Tamil Nadu,Thanjavur,2021,Black,6.88,0.72,Low
Punjab,Ludhiana,2020,Clay,6.14,0.4,Low
Maharashtra,Nagpur,2020,Loamy,6.86,0.63,Medium
Punjab,Patiala,2023,Loamy,7.12,1.06,High
Punjab,Amritsar,2020,Red,5.99,0.39,Low
Maharashtra,Pune,2016,Loamy,6.84,0.66,Low
Andhra Pradesh,Krishna,2016,Black,7.3,1.08,High
Maharashtra,Pune,2019,Black,7.78,0.82,High
Karnataka,Raichur,2018,Clay,7.35,0.86,Medium
Punjab,Ludhiana,2016,Red,7.44,0.96,Low
Punjab,Patiala,2017,Clay,7.87,0.82,High
Karnataka,Raichur,2021,Loamy,5.52,0.67,High
Andhra Pradesh,Krishna,2022,Clay,6.12,0.49,Medium
Tamil Nadu,Madurai,2020,Black,5.61,0.9,Low
Karnataka,Raichur,2019,Loamy,7.36,1.15,Medium
Andhra Pradesh,Krishna,2015,Loamy,6.78,0.37,High
Telangana,Adilabad,2022,Loamy,7.19,1.14,Low
Andhra Pradesh,Prakasam,2017,Loamy,7.47,0.45,Low
Tamil Nadu,Thanjavur,2020,Alluvial,7.24,0.33,High
Maharashtra,Pune,2017,Red,7.52,0.61,High
Karnataka,Belgaum,2021,Clay,7.89,0.49,Medium
Tamil Nadu,Coimbatore,2021,Loamy,6.65,0.42,High
Maharashtra,Pune,2023,Clay,6.36,0.34,Medium
Punjab,Patiala,2019,Clay,7.05,0.34,Medium
Telangana,Warangal,2022,Black,6.3,0.75,High
Maharashtra,Aurangabad,2022,Red,7.4,1.07,High
Maharashtra,Pune,2015,Clay,6.61,0.34,Low
Telangana,Warangal,2019,Black,6.26,1.01,High
Tamil Nadu,Madurai,2017,Alluvial,5.93,0.5,Medium
Andhra Pradesh,Prakasam,2015,Black,7.88,0.54,Low
Punjab,Patiala,2018,Alluvial,7.65,0.73,High
Maharashtra,Aurangabad,2022,Red,6.97,1.05,High
Karnataka,Raichur,2017,Loamy,6.9,0.69,High
Andhra Pradesh,Krishna,2016,Clay,5.7,0.69,Medium
Tamil Nadu,Madurai,2023,Alluvial,5.72,0.89,High
Tamil Nadu,Madurai,2019,Red,5.75,1.17,High
Andhra Pradesh,Prakasam,2021,Red,7.98,0.43,High
Telangana,Adilabad,2016,Red,5.55,1.06,Medium
Tamil Nadu,Coimbatore,2023,Clay,6.91,0.36,Low
Karnataka,Belgaum,2023,Red,6.95,0.43,Low
Punjab,Amritsar,2018,Black,7.54,0.85,Medium
Karnataka,Raichur,2018,Alluvial,7.74,1.16,Medium
Maharashtra,Pune,2020,Red,7.78,0.33,Medium
Telangana,Warangal,2020,Black,7.9,0.93,Low
Punjab,Patiala,2015,Red,7.51,0.7,Low
Karnataka,Raichur,2023,Black,6.79,0.89,Medium
Andhra Pradesh,Guntur,2016,Alluvial,6.34,0.78,Medium
Andhra Pradesh,Prakasam,2019,Red,6.82,0.79,Medium
Tamil Nadu,Madurai,2023,Loamy,7.54,0.93,Low
Tamil Nadu,Coimbatore,2018,Black,7.24,0.65,High
Telangana,Warangal,2017,Loamy,6.68,0.65,High
Maharashtra,Pune,2021,Alluvial,7.8,0.6,Low
Andhra Pradesh,Prakasam,2020,Alluvial,6.46,0.87,Medium
Tamil Nadu,Madurai,2022,Clay,7.59,0.58,Medium
Andhra Pradesh,Prakasam,2017,Loamy,7.43,0.33,Low
Telangana,Adilabad,2019,Clay,6.71,1.18,Low
Tamil Nadu,Thanjavur,2018,Alluvial,6.33,1.0,Low
Karnataka,Mandya,2018,Alluvial,6.08,0.36,Medium
Tamil Nadu,Coimbatore,2018,Red,5.95,0.42,Medium
Punjab,Patiala,2022,Clay,7.56,0.59,Medium
Karnataka,Mandya,2020,Red,6.07,0.77,Medium
Andhra Pradesh,Guntur,2017,Alluvial,6.26,0.91,High
Andhra Pradesh,Krishna,2019,Red,6.17,0.75,Low
Tamil Nadu,Thanjavur,2020,Loamy,6.56,0.7,High
Karnataka,Raichur,2019,Loamy,5.93,0.8,High
Telangana,Adilabad,2020,Alluvial,7.09,0.86,Medium
Telangana,Adilabad,2022,Alluvial,6.26,0.46,High
Tamil Nadu,Madurai,2021,Clay,5.71,0.47,Low
Andhra Pradesh,Krishna,2019,Alluvial,6.52,1.07,High
Tamil Nadu,Coimbatore,2020,Clay,7.22,1.19,High
Punjab,Amritsar,2018,Red,6.94,0.38,Medium
Punjab,Amritsar,2023,Alluvial,6.13,1.05,Low
Punjab,Amritsar,2018,Red,5.56,1.03,Medium
Andhra Pradesh,Guntur,2015,Red,7.98,0.47,High
Tamil Nadu,Coimbatore,2021,Red,7.95,1.02,High
Maharashtra,Nagpur,2021,Black,5.68,0.68,High
Tamil Nadu,Thanjavur,2018,Red,6.66,0.52,Medium
Tamil Nadu,Thanjavur,2017,Red,5.71,1.07,Medium
Andhra Pradesh,Prakasam,2022,Black,6.23,0.73,Low
Andhra Pradesh,Krishna,2019,Alluvial,5.76,1.16,Medium
Karnataka,Raichur,2021,Black,7.18,0.65,Medium
Karnataka,Mandya,2018,Clay,6.62,1.18,High
Telangana,Adilabad,2018,Alluvial,7.49,0.97,High
Telangana,Nizamabad,2022,Alluvial,6.38,0.53,Medium
Punjab,Amritsar,2022,Clay,6.18,0.65,High
Maharashtra,Nagpur,2016,Loamy,5.76,0.36,High
Punjab,Ludhiana,2016,Alluvial,6.07,0.96,Medium
Punjab,Ludhiana,2017,Loamy,6.09,1.14,High
Maharashtra,Aurangabad,2017,Red,5.63,1.15,Medium
Telangana,Warangal,2015,Black,6.37,1.02,High
Punjab,Patiala,2017,Clay,7.15,0.34,Medium
Maharashtra,Aurangabad,2020,Red,5.59,0.85,Low
Karnataka,Belgaum,2022,Red,6.04,0.69,High
Tamil Nadu,Thanjavur,2020,Red,6.05,0.75,Low
Karnataka,Raichur,2019,Red,6.59,0.76,Low
Punjab,Patiala,2018,Black,7.81,0.73,Low
Punjab,Patiala,2017,Clay,6.35,0.39,Low
Karnataka,Mandya,2018,Clay,7.9,1.17,High
Maharashtra,Pune,2021,Alluvial,7.66,0.37,Medium
Karnataka,Raichur,2015,Clay,6.88,0.62,Medium
Karnataka,Raichur,2021,Red,5.56,0.45,High
Maharashtra,Pune,2015,Clay,7.06,0.98,High
Andhra Pradesh,Guntur,2016,Alluvial,5.78,0.78,High
Punjab,Ludhiana,2018,Red,5.93,0.6,High
Tamil Nadu,Thanjavur,2015,Alluvial,6.84,0.39,Medium
Tamil Nadu,Thanjavur,2023,Alluvial,6.76,0.73,Medium
Tamil Nadu,Madurai,2020,Alluvial,6.9,0.75,Medium
Maharashtra,Nagpur,2015,Red,6.67,0.87,Low
Maharashtra,Nagpur,2015,Clay,6.1,0.33,Low
Andhra Pradesh,Krishna,2020,Black,6.08,0.64,High
Andhra Pradesh,Krishna,2018,Alluvial,5.89,0.43,Medium
Karnataka,Mandya,2018,Alluvial,6.68,1.11,High
Telangana,Nizamabad,2020,Loamy,6.6,0.37,Low
Punjab,Patiala,2021,Alluvial,7.6,0.37,High
Tamil Nadu,Thanjavur,2023,Black,6.39,0.58,Low
Andhra Pradesh,Guntur,2019,Clay,6.04,0.34,Low
Telangana,Nizamabad,2023,Black,6.04,0.56,Low
Telangana,Adilabad,2018,Red,5.85,0.31,Low
Karnataka,Mandya,2016,Loamy,6.2,0.45,High
Andhra Pradesh,Krishna,2017,Red,7.93,0.51,Low
Telangana,Warangal,2015,Loamy,6.69,0.34,Medium
Telangana,Nizamabad,2020,Clay,5.54,1.09,High
Karnataka,Raichur,2020,Red,7.49,0.32,Low
Punjab,Patiala,2015,Red,5.52,0.87,Medium
Maharashtra,Aurangabad,2017,Alluvial,5.54,0.43,Medium
Karnataka,Belgaum,2019,Clay,7.01,1.13,High
Maharashtra,Aurangabad,2017,Loamy,6.86,1.2,Low
Maharashtra,Pune,2017,Clay,5.62,1.16,Medium
Tamil Nadu,Thanjavur,2017,Clay,7.8,0.69,Medium
Punjab,Ludhiana,2019,Loamy,7.75,0.73,Medium
Telangana,Warangal,2019,Loamy,5.91,0.79,Low
Maharashtra,Pune,2018,Loamy,7.09,0.4,High
Telangana,Nizamabad,2015,Clay,5.77,0.99,Low
Telangana,Warangal,2019,Clay,6.45,0.35,High
Telangana,Adilabad,2019,Red,7.9,1.19,Low
Telangana,Warangal,2018,Black,6.32,0.57,High
Telangana,Nizamabad,2020,Loamy,7.68,0.48,High
Tamil Nadu,Madurai,2018,Black,6.45,0.81,High
Maharashtra,Pune,2021,Clay,6.48,1.17,Low
Telangana,Adilabad,2021,Alluvial,6.29,0.93,High
Punjab,Amritsar,2016,Clay,6.58,0.92,Medium
Tamil Nadu,Madurai,2017,Red,6.63,1.1,Medium
Maharashtra,Pune,2015,Loamy,6.93,0.56,High
Punjab,Patiala,2022,Loamy,6.27,1.18,Low
Karnataka,Mandya,2023,Clay,7.48,0.75,Low
Tamil Nadu,Thanjavur,2018,Red,6.3,0.9,High
Punjab,Ludhiana,2020,Black,6.04,0.95,Medium
Karnataka,Belgaum,2023,Black,6.57,1.14,Medium
Karnataka,Raichur,2020,Alluvial,6.83,0.93,High
Punjab,Amritsar,2023,Alluvial,6.25,0.98,Medium
Maharashtra,Nagpur,2018,Black,6.9,0.64,Low
Karnataka,Belgaum,2022,Clay,7.6,0.34,Low
Maharashtra,Pune,2023,Alluvial,7.71,0.83,Medium
Tamil Nadu,Madurai,2018,Alluvial,6.99,0.65,High
Karnataka,Mandya,2019,Alluvial,6.26,0.38,Medium
Maharashtra,Aurangabad,2022,Red,7.72,0.68,Medium
Karnataka,Mandya,2020,Black,7.61,0.66,Medium
Andhra Pradesh,Krishna,2021,Loamy,7.74,1.02,Low
Punjab,Patiala,2017,Alluvial,7.63,0.97,Low
Punjab,Ludhiana,2021,Loamy,5.88,0.48,Medium
Telangana,Nizamabad,2022,Red,7.33,0.84,Medium
Karnataka,Mandya,2020,Loamy,5.88,0.67,Medium
Punjab,Amritsar,2023,Clay,7.8,0.83,Low
Andhra Pradesh,Prakasam,2020,Alluvial,6.7,1.01,Medium
Tamil Nadu,Thanjavur,2023,Alluvial,7.85,1.17,Medium
Punjab,Ludhiana,2018,Clay,6.98,0.33,Medium
Punjab,Ludhiana,2022,Red,6.66,0.93,Low
Maharashtra,Aurangabad,2018,Alluvial,5.94,0.7,Low
Punjab,Patiala,2016,Clay,6.69,0.52,High
Telangana,Nizamabad,2023,Loamy,6.38,1.19,High
Tamil Nadu,Madurai,2019,Alluvial,5.56,0.66,Medium
Andhra Pradesh,Prakasam,2018,Black,7.12,0.57,Low
Andhra Pradesh,Krishna,2016,Alluvial,6.2,0.79,High
Andhra Pradesh,Krishna,2015,Black,7.68,1.01,Low
Tamil Nadu,Coimbatore,2021,Red,7.19,0.74,Medium
Tamil Nadu,Coimbatore,2020,Alluvial,6.2,0.98,Medium
Punjab,Ludhiana,2016,Clay,6.94,1.18,Low
Andhra Pradesh,Krishna,2022,Clay,6.55,1.11,High
Telangana,Nizamabad,2018,Black,7.38,0.49,High
Maharashtra,Nagpur,2022,Clay,7.58,1.1,Low
Maharashtra,Nagpur,2021,Red,6.9,1.01,Medium
Maharashtra,Pune,2019,Clay,6.27,1.14,High
Tamil Nadu,Thanjavur,2022,Alluvial,7.28,0.83,Medium
Tamil Nadu,Madurai,2023,Black,6.6,0.7,High
Telangana,Adilabad,2019,Alluvial,7.28,0.64,Low
Karnataka,Mandya,2019,Loamy,6.49,1.06,Low
Punjab,Ludhiana,2016,Red,7.6,0.79,Medium
Maharashtra,Aurangabad,2019,Alluvial,7.08,1.18,Medium
Andhra Pradesh,Krishna,2017,Black,6.09,0.47,Medium
Tamil Nadu,Thanjavur,2021,Clay,7.61,1.02,Low
Telangana,Nizamabad,2019,Black,5.61,0.94,Low
Karnataka,Raichur,2022,Red,6.7,0.45,Medium
Telangana,Adilabad,2015,Red,6.24,0.5,Medium
Telangana,Nizamabad,2017,Black,6.92,0.33,Low
Andhra Pradesh,Krishna,2017,Clay,6.46,0.99,Low
Punjab,Amritsar,2023,Alluvial,7.34,0.79,Medium
Tamil Nadu,Madurai,2019,Alluvial,5.85,1.03,High
Tamil Nadu,Coimbatore,2023,Loamy,6.9,0.35,Low
Andhra Pradesh,Krishna,2023,Loamy,6.09,0.54,Medium
Maharashtra,Nagpur,2015,Alluvial,6.27,0.76,High
Telangana,Nizamabad,2016,Alluvial,7.3,1.03,Medium
Telangana,Adilabad,2019,Clay,6.33,0.38,Low
Andhra Pradesh,Guntur,2018,Loamy,7.62,0.84,High
Telangana,Warangal,2023,Loamy,6.7,0.62,Medium
Maharashtra,Aurangabad,2021,Black,7.99,0.72,Low
Telangana,Warangal,2020,Red,6.55,0.71,Low
Tamil Nadu,Coimbatore,2021,Loamy,5.57,1.19,High
Tamil Nadu,Madurai,2015,Red,6.35,1.16,High
Maharashtra,Aurangabad,2015,Clay,7.66,0.87,Low
Tamil Nadu,Madurai,2022,Red,6.75,0.46,Medium
Tamil Nadu,Madurai,2016,Loamy,5.62,1.19,High
Telangana,Adilabad,2023,Clay,5.53,0.74,Low
Karnataka,Raichur,2021,Black,6.84,0.38,Medium
Tamil Nadu,Coimbatore,2020,Red,5.65,0.8,High
Tamil Nadu,Madurai,2015,Loamy,7.64,0.61,Medium
Tamil Nadu,Madurai,2015,Clay,7.39,0.87,Medium
Punjab,Amritsar,2016,Loamy,7.11,1.12,Low
Tamil Nadu,Madurai,2020,Loamy,7.84,1.12,High
Telangana,Nizamabad,2020,Loamy,6.9,0.68,Low
Andhra Pradesh,Guntur,2016,Red,6.5,0.89,High
Tamil Nadu,Thanjavur,2015,Clay,6.97,0.69,Medium
Karnataka,Raichur,2019,Clay,7.62,1.0,Medium
Maharashtra,Aurangabad,2019,Clay,6.84,0.66,High
Telangana,Warangal,2016,Loamy,6.66,1.17,Low
Punjab,Amritsar,2020,Red,7.73,1.19,High
Karnataka,Mandya,2023,Red,7.81,0.55,Low
Maharashtra,Nagpur,2016,Clay,6.99,0.59,Medium
Punjab,Amritsar,2016,Loamy,6.91,0.41,High
Tamil Nadu,Coimbatore,2017,Alluvial,6.94,1.19,High
Maharashtra,Aurangabad,2021,Clay,7.82,1.15,Low
Karnataka,Mandya,2020,Alluvial,7.28,0.59,High
Punjab,Ludhiana,2022,Black,7.01,1.13,Low
Tamil Nadu,Coimbatore,2022,Loamy,7.22,1.15,Medium
Karnataka,Belgaum,2020,Alluvial,7.55,0.84,High
Karnataka,Mandya,2017,Red,7.75,1.11,Low
Tamil Nadu,Thanjavur,2017,Alluvial,7.77,0.33,High
Tamil Nadu,Thanjavur,2015,Alluvial,7.43,0.71,Low
Telangana,Adilabad,2021,Alluvial,5.52,0.86,Low
Telangana,Warangal,2019,Black,6.82,0.7,High
Telangana,Nizamabad,2018,Clay,7.21,0.57,High
Karnataka,Belgaum,2018,Loamy,6.14,1.16,Low
Telangana,Adilabad,2018,Clay,6.47,0.33,Medium
Telangana,Nizamabad,2020,Loamy,6.06,0.38,Medium
Telangana,Adilabad,2022,Red,7.3,0.58,Medium
Maharashtra,Nagpur,2022,Loamy,7.74,0.87,High
Andhra Pradesh,Krishna,2019,Red,5.51,0.4,Low
Tamil Nadu,Madurai,2020,Clay,6.98,1.14,High
Andhra Pradesh,Guntur,2018,Alluvial,6.73,0.68,Low
Punjab,Patiala,2023,Clay,6.67,0.37,Medium
Karnataka,Mandya,2022,Black,7.35,0.4,Low
Telangana,Adilabad,2015,Black,7.2,0.59,Low
Telangana,Warangal,2016,Clay,7.08,0.38,High
Maharashtra,Aurangabad,2023,Red,7.02,0.52,Low
Tamil Nadu,Thanjavur,2022,Alluvial,7.34,1.0,Low
Andhra Pradesh,Guntur,2017,Clay,6.17,0.35,Low
Karnataka,Belgaum,2022,Black,7.64,0.53,High
Punjab,Amritsar,2015,Loamy,6.72,1.13,High
Tamil Nadu,Madurai,2018,Red,5.91,0.66,High
Andhra Pradesh,Prakasam,2017,Black,7.98,0.66,High
Andhra Pradesh,Krishna,2020,Red,5.88,0.79,High
Andhra Pradesh,Prakasam,2021,Loamy,7.02,0.76,Low
Karnataka,Belgaum,2018,Clay,7.67,1.16,High
Tamil Nadu,Madurai,2021,Alluvial,6.71,1.04,High
Andhra Pradesh,Guntur,2023,Red,7.01,1.14,High
Maharashtra,Pune,2016,Alluvial,7.45,0.57,Medium
Telangana,Nizamabad,2017,Red,7.95,0.87,High
Telangana,Warangal,2019,Loamy,7.19,0.49,High
Andhra Pradesh,Krishna,2017,Red,6.42,0.62,High
Karnataka,Belgaum,2022,Black,5.54,0.55,Medium
Punjab,Ludhiana,2022,Clay,7.37,0.61,Medium
Telangana,Nizamabad,2022,Red,5.91,1.15,High
Telangana,Adilabad,2023,Black,7.24,1.01,High
Andhra Pradesh,Krishna,2018,Black,7.16,0.61,High
Punjab,Ludhiana,2019,Black,7.09,0.81,Low
Karnataka,Belgaum,2019,Clay,5.59,0.74,Low
Punjab,Amritsar,2022,Alluvial,7.8,0.55,Medium
Telangana,Warangal,2021,Black,7.97,0.77,High
Karnataka,Belgaum,2023,Red,7.49,0.5,Medium
Andhra Pradesh,Krishna,2022,Clay,7.15,0.8,Medium
Tamil Nadu,Madurai,2016,Red,5.88,0.61,Low
Punjab,Patiala,2018,Black,7.43,0.81,High
Maharashtra,Pune,2020,Red,7.95,0.98,Low
Karnataka,Belgaum,2016,Clay,6.56,0.69,Low
Andhra Pradesh,Krishna,2021,Red,6.19,0.42,Low
Karnataka,Belgaum,2017,Alluvial,5.7,1.11,Medium
Andhra Pradesh,Krishna,2017,Red,5.66,0.34,Medium
Andhra Pradesh,Krishna,2016,Loamy,7.86,0.72,High
Maharashtra,Nagpur,2022,Black,6.09,0.64,High
Karnataka,Raichur,2020,Loamy,6.45,0.44,High
Andhra Pradesh,Prakasam,2015,Alluvial,5.71,0.85,Medium
Telangana,Warangal,2015,Black,6.47,0.99,Medium
Telangana,Adilabad,2021,Clay,6.59,0.33,Medium
Andhra Pradesh,Guntur,2022,Black,7.45,1.09,Low
Karnataka,Belgaum,2019,Clay,6.88,0.85,High
Andhra Pradesh,Guntur,2019,Black,7.16,0.98,Low
Andhra Pradesh,Krishna,2018,Red,6.93,0.6,Medium
Punjab,Patiala,2020,Alluvial,7.55,1.05,Low
Punjab,Patiala,2020,Alluvial,6.04,1.13,Medium
Andhra Pradesh,Prakasam,2017,Red,7.69,0.68,Low
Andhra Pradesh,Prakasam,2023,Clay,6.37,0.73,Medium
Punjab,Ludhiana,2021,Alluvial,7.07,0.99,High
Maharashtra,Aurangabad,2015,Black,5.53,1.09,Low
Andhra Pradesh,Guntur,2021,Red,7.63,1.01,Medium
Tamil Nadu,Thanjavur,2019,Red,7.34,0.69,High
Karnataka,Mandya,2019,Alluvial,6.61,0.94,Medium
Punjab,Ludhiana,2016,Black,6.5,0.49,Medium
Telangana,Adilabad,2018,Black,7.75,0.43,Low
Punjab,Patiala,2020,Red,7.66,0.82,Medium
Andhra Pradesh,Krishna,2021,Black,6.87,0.39,Low
Punjab,Ludhiana,2019,Clay,6.7,0.47,High
Maharashtra,Nagpur,2023,Loamy,6.53,0.63,Medium
Karnataka,Mandya,2017,Alluvial,7.7,0.5,High
Andhra Pradesh,Prakasam,2015,Loamy,7.81,0.7,Medium
Andhra Pradesh,Prakasam,2018,Alluvial,7.02,0.54,Low
Tamil Nadu,Coimbatore,2023,Black,5.93,0.58,Low
Telangana,Nizamabad,2018,Alluvial,7.09,0.65,Low
Telangana,Warangal,2016,Red,5.57,0.54,Medium
Tamil Nadu,Thanjavur,2019,Loamy,6.72,0.58,Medium
Maharashtra,Aurangabad,2017,Black,7.33,0.56,High
Punjab,Ludhiana,2023,Loamy,6.7,0.89,Medium
Tamil Nadu,Madurai,2018,Clay,6.79,1.12,Medium
Karnataka,Raichur,2020,Alluvial,7.05,0.41,Medium
Telangana,Adilabad,2016,Loamy,6.51,0.69,Medium
Tamil Nadu,Thanjavur,2020,Loamy,6.73,0.56,Medium
Punjab,Amritsar,2017,Alluvial,7.58,0.61,High
Maharashtra,Pune,2023,Alluvial,6.82,0.67,Medium
Tamil Nadu,Madurai,2016,Clay,6.13,0.87,High
Punjab,Ludhiana,2023,Red,7.45,0.68,High
Maharashtra,Nagpur,2019,Loamy,6.86,1.17,High
Tamil Nadu,Coimbatore,2022,Red,6.46,0.76,High
Andhra Pradesh,Prakasam,2016,Black,6.21,0.96,High
Andhra Pradesh,Prakasam,2020,Loamy,7.69,0.63,High
Andhra Pradesh,Prakasam,2017,Black,7.73,0.89,Low
Andhra Pradesh,Prakasam,2019,Black,6.82,0.79,Low
Tamil Nadu,Coimbatore,2022,Loamy,5.98,0.86,Medium
Telangana,Nizamabad,2015,Loamy,7.39,0.74,High
Karnataka,Raichur,2019,Clay,7.42,1.14,High
Maharashtra,Nagpur,2017,Black,6.01,0.54,Low
Andhra Pradesh,Prakasam,2018,Black,7.77,0.52,Medium
Andhra Pradesh,Krishna,2016,Red,6.18,0.56,Medium
Telangana,Warangal,2023,Alluvial,7.63,0.96,Low
Punjab,Patiala,2017,Loamy,7.73,0.66,Medium
Tamil Nadu,Madurai,2016,Red,6.53,0.41,High
Telangana,Nizamabad,2023,Red,6.1,0.36,Low
Maharashtra,Nagpur,2021,Black,6.95,0.83,Medium
Maharashtra,Pune,2020,Clay,7.0,0.74,High
Maharashtra,Aurangabad,2015,Loamy,5.75,0.69,Medium
Punjab,Ludhiana,2019,Red,7.23,0.44,High
Andhra Pradesh,Guntur,2017,Alluvial,7.5,0.67,Low
Andhra Pradesh,Krishna,2015,Alluvial,6.78,0.36,High
Telangana,Adilabad,2018,Loamy,7.68,0.33,Medium
Maharashtra,Nagpur,2016,Alluvial,7.62,0.98,Low
Andhra Pradesh,Prakasam,2016,Loamy,6.18,0.4,High
Tamil Nadu,Madurai,2017,Clay,7.98,0.98,Low
Punjab,Amritsar,2022,Loamy,6.05,0.35,Low
Karnataka,Mandya,2022,Loamy,5.63,0.51,High
Tamil Nadu,Coimbatore,2021,Clay,6.68,0.73,Medium
Andhra Pradesh,Guntur,2020,Red,6.32,0.62,High
Punjab,Ludhiana,2023,Black,7.95,1.13,Low
Telangana,Nizamabad,2018,Black,6.55,1.19,Medium
Andhra Pradesh,Prakasam,2015,Clay,5.56,0.73,High
Karnataka,Mandya,2022,Red,6.54,1.13,Medium
Tamil Nadu,Madurai,2021,Alluvial,6.2,0.7,High
Tamil Nadu,Coimbatore,2021,Loamy,5.8,0.87,Medium
Andhra Pradesh,Guntur,2017,Alluvial,5.62,1.07,Medium
Karnataka,Mandya,2018,Red,6.77,0.97,Medium
Telangana,Adilabad,2023,Red,6.59,0.76,Medium
Karnataka,Raichur,2020,Loamy,7.05,1.04,Medium
Punjab,Ludhiana,2019,Alluvial,5.88,0.76,Low
Andhra Pradesh,Krishna,2017,Red,6.33,0.69,High
Tamil Nadu,Coimbatore,2023,Alluvial,5.91,0.64,Low
Punjab,Patiala,2019,Black,7.44,0.62,High
Maharashtra,Pune,2019,Clay,5.83,1.19,Medium
Andhra Pradesh,Guntur,2018,Black,5.68,0.91,Low
Maharashtra,Pune,2018,Clay,7.62,0.37,High
Karnataka,Belgaum,2015,Black,7.89,0.92,High
Punjab,Patiala,2021,Loamy,7.34,1.08,Medium
Maharashtra,Pune,2023,Red,5.51,0.57,Medium
Maharashtra,Pune,2017,Red,7.13,0.49,Low
Tamil Nadu,Coimbatore,2016,Loamy,6.8,0.48,Low
Karnataka,Belgaum,2017,Clay,6.18,1.17,Low
Karnataka,Mandya,2015,Loamy,7.16,0.34,High
Andhra Pradesh,Krishna,2020,Alluvial,7.47,0.63,High
Telangana,Warangal,2021,Black,6.89,0.69,Low
Tamil Nadu,Thanjavur,2016,Red,5.96,0.91,Low
Telangana,Nizamabad,2022,Loamy,7.14,0.52,Medium
Karnataka,Mandya,2020,Black,6.52,0.74,Medium
Maharashtra,Nagpur,2018,Clay,6.36,0.42,High
Punjab,Ludhiana,2019,Clay,6.05,0.69,Medium
Karnataka,Belgaum,2022,Black,7.62,0.35,Low
Maharashtra,Aurangabad,2017,Alluvial,6.71,0.83,High
Karnataka,Mandya,2017,Loamy,7.4,0.5,Low
Maharashtra,Nagpur,2018,Alluvial,7.28,0.41,High
Andhra Pradesh,Guntur,2015,Loamy,5.64,0.68,High
Telangana,Adilabad,2023,Clay,5.78,1.02,Medium
Karnataka,Belgaum,2022,Clay,6.19,0.81,Medium
Karnataka,Belgaum,2022,Black,6.81,0.36,Low
Karnataka,Raichur,2020,Clay,6.02,0.85,High
Telangana,Nizamabad,2021,Clay,6.5,0.63,Low
Telangana,Warangal,2020,Black,6.1,1.17,High
Karnataka,Belgaum,2023,Black,6.51,1.04,Low
Telangana,Nizamabad,2017,Red,7.08,0.31,Medium
Punjab,Patiala,2017,Loamy,7.13,0.4,Low
Maharashtra,Aurangabad,2017,Black,5.87,0.35,Low
Punjab,Patiala,2017,Black,5.76,0.83,High
Karnataka,Raichur,2023,Black,7.77,0.65,High
Andhra Pradesh,Krishna,2018,Black,5.98,0.46,Medium
Karnataka,Raichur,2021,Loamy,5.68,0.54,Low
Andhra Pradesh,Krishna,2023,Black,5.78,0.99,Low
Punjab,Patiala,2021,Clay,7.16,1.04,High
Telangana,Nizamabad,2023,Red,7.22,0.4,Medium
Andhra Pradesh,Prakasam,2017,Alluvial,6.3,0.44,Low
Telangana,Nizamabad,2018,Red,5.73,1.17,High
Telangana,Adilabad,2022,Loamy,7.98,0.62,High
Punjab,Patiala,2020,Black,7.87,0.62,Low
Punjab,Ludhiana,2019,Red,7.65,0.54,Medium
Punjab,Patiala,2018,Red,6.68,0.46,High
Telangana,Nizamabad,2022,Clay,7.06,0.89,High
Maharashtra,Pune,2015,Black,6.8,0.91,Low
Tamil Nadu,Thanjavur,2023,Loamy,5.6,1.12,Low
Punjab,Amritsar,2015,Clay,6.39,0.43,Medium
Karnataka,Mandya,2022,Alluvial,6.58,0.7,Low
Tamil Nadu,Thanjavur,2018,Clay,6.79,0.77,High
Karnataka,Belgaum,2023,Alluvial,7.16,0.77,Low
Telangana,Adilabad,2019,Red,7.02,0.84,Low
Karnataka,Belgaum,2017,Loamy,7.06,0.53,Medium
Andhra Pradesh,Krishna,2023,Red,6.45,0.44,Medium
Punjab,Amritsar,2023,Clay,6.07,0.48,Medium
Andhra Pradesh,Prakasam,2018,Loamy,5.91,1.13,High
Punjab,Patiala,2018,Alluvial,6.35,0.87,High
Karnataka,Mandya,2022,Clay,7.88,0.56,Medium
Tamil Nadu,Madurai,2016,Loamy,6.37,0.9,High
Punjab,Amritsar,2023,Black,6.46,0.61,Low
Maharashtra,Aurangabad,2020,Loamy,6.58,0.36,High
Telangana,Warangal,2023,Loamy,6.47,1.09,Medium
