State,District,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha
Karnataka,Mandya,2021.0,Summer,Cotton,64969.27,133228.35,2.05
Karnataka,Mandya,2016.0,Rabi,Wheat,114671.04,189932.0,1.66
Telangana,Warangal,2017.0,Kharif,Maize,73152.52,292146.49,3.99
Telangana,Warangal,2022.0,Rabi,Wheat,40818.24,149599.72,3.67
Telangana,Adilabad,2018.0,Summer,Maize,39856.58,128707.48,3.23
Karnataka,Mandya,2016.0,Rabi,Sugarcane,114366.52,294922.18,2.58
Maharashtra,Nagpur,2021.0,Rabi,Pulses,63108.64,233803.9,3.7
Telangana,Adilabad,2021.0,Rabi,Rice,103214.85,389798.62,3.78
Punjab,Patiala,2017.0,Summer,Maize,34588.55,99993.9,2.89
Maharashtra,Pune,2022.0,Summer,Groundnut,13273.06,25351.13,1.91
Maharashtra,Nagpur,2015.0,Kharif,Maize,6475.94,19441.42,3.0
Karnataka,Belgaum,2021.0,Rabi,Pulses,113132.77,499082.72,4.41
Punjab,Amritsar,2016.0,Rabi,Pulses,52010.57,84074.08,1.62
Andhra Pradesh,Krishna,2021.0,Kharif,Maize,115066.14,438840.53,3.81
Karnataka,Belgaum,2020.0,Summer,Pulses,85092.37,293800.04,3.45
Maharashtra,Aurangabad,2022.0,Kharif,Cotton,8968.37,35329.81,3.94
Karnataka,Raichur,2017.0,Summer,Rice,35053.03,100476.44,2.87
Karnataka,Mandya,2017.0,Kharif,Sugarcane,6418.8,24474.35,3.81
Karnataka,Raichur,2016.0,Rabi,Groundnut,64631.76,133559.58,2.07
Maharashtra,Nagpur,2019.0,Rabi,Groundnut,62574.38,193955.79,3.1
Maharashtra,Aurangabad,2021.0,Summer,Sugarcane,91533.16,391117.69,4.27
Andhra Pradesh,Guntur,2019.0,Kharif,Soybean,91103.96,390840.6,4.29
Maharashtra,Aurangabad,2017.0,Kharif,Sugarcane,98884.78,148795.46,1.5
Andhra Pradesh,Prakasam,2021.0,Summer,Groundnut,80269.94,296928.68,3.7
Telangana,Warangal,2017.0,Kharif,Soybean,27772.36,56820.94,2.05
Andhra Pradesh,Krishna,2018.0,Kharif,Cotton,11782.94,24133.68,2.05
Telangana,Adilabad,2016.0,Rabi,Groundnut,104861.63,209553.22,2.0
Punjab,Ludhiana,2019.0,Kharif,Groundnut,12390.18,19688.0,1.59
Telangana,Adilabad,2016.0,Summer,Pulses,6093.26,14003.79,2.3
Andhra Pradesh,Prakasam,2018.0,Kharif,Rice,65068.47,99020.28,1.52
Tamil Nadu,Madurai,2022.0,Rabi,Sugarcane,92044.84,304955.11,3.31
Punjab,Amritsar,2018.0,Rabi,Soybean,113213.97,395709.41,3.5
Maharashtra,Aurangabad,2020.0,Rabi,Rice,97721.07,147485.91,1.51
Karnataka,Belgaum,2016.0,Kharif,Maize,104935.61,245381.7,2.34
Karnataka,Mandya,2022.0,Rabi,Soybean,64215.11,223512.58,3.48
Andhra Pradesh,Prakasam,2020.0,Kharif,Soybean,105444.97,464885.02,4.41
Karnataka,Belgaum,2022.0,Kharif,Pulses,51019.0,170290.05,3.34
Andhra Pradesh,Krishna,2016.0,Rabi,Groundnut,89441.94,213013.93,2.38
Telangana,Nizamabad,2023.0,Summer,Maize,8650.76,25898.43,2.99
Andhra Pradesh,Krishna,2022.0,Kharif,Pulses,114830.89,338349.86,2.95
Tamil Nadu,Thanjavur,2017.0,Kharif,Cotton,91624.04,318781.59,3.48
Andhra Pradesh,Guntur,2015.0,Summer,Groundnut,23427.06,100429.51,4.29
Maharashtra,Pune,2019.0,Summer,Cotton,81582.26,355250.9,4.35
Karnataka,Mandya,2022.0,Summer,Maize,15400.8,55063.31,3.58
Telangana,Nizamabad,2020.0,Summer,Wheat,48356.19,176612.68,3.65
Karnataka,Raichur,2023.0,Summer,Groundnut,116118.52,326396.01,2.81
Telangana,Warangal,2019.0,Kharif,Sugarcane,15083.24,26658.39,1.77
Karnataka,Raichur,2016.0,Summer,Cotton,70876.49,133407.44,1.88
Punjab,Amritsar,2015.0,Rabi,Rice,72856.88,150782.63,2.07
Maharashtra,Pune,2017.0,Rabi,Soybean,64771.41,214059.98,3.3
Telangana,Warangal,2023.0,Kharif,Groundnut,103021.63,252174.15,2.45
Punjab,Ludhiana,2022.0,Summer,Pulses,21953.92,51595.63,2.35
Karnataka,Raichur,2020.0,Summer,Rice,40522.51,181176.36,4.47
Andhra Pradesh,Krishna,2018.0,Summer,Pulses,61927.94,223709.82,3.61
Maharashtra,Nagpur,2018.0,Kharif,Soybean,102528.04,441208.78,4.3
Telangana,Nizamabad,2022.0,Kharif,Rice,88650.48,212522.27,2.4
Karnataka,Mandya,2021.0,Summer,Rice,43802.17,154783.56,3.53
Punjab,Amritsar,2023.0,Kharif,Groundnut,88576.78,207897.87,2.35
Telangana,Nizamabad,2017.0,Kharif,Groundnut,42193.14,163449.15,3.87
Andhra Pradesh,Prakasam,2017.0,Rabi,Sugarcane,71373.1,201675.49,2.83
Maharashtra,Pune,2018.0,Kharif,Maize,97501.22,203481.65,2.09
Karnataka,Mandya,2016.0,Summer,Soybean,83006.55,370661.81,4.47
Telangana,Adilabad,2017.0,Summer,Groundnut,111488.31,199357.06,1.79
Maharashtra,Nagpur,2023.0,Kharif,Rice,79761.25,261631.03,3.28
Telangana,Nizamabad,2015.0,Kharif,Groundnut,18662.29,50200.34,2.69
Punjab,Patiala,2021.0,Summer,Maize,94222.73,421504.62,4.47
Karnataka,Raichur,2021.0,Rabi,Wheat,36649.84,126793.29,3.46
Punjab,Ludhiana,2016.0,Kharif,Wheat,19035.93,65183.36,3.42
Tamil Nadu,Thanjavur,2022.0,Summer,Rice,36478.35,136285.96,3.74
Tamil Nadu,Thanjavur,2021.0,Rabi,Groundnut,39311.78,73737.47,1.88
Punjab,Ludhiana,2015.0,Rabi,Maize,50286.6,198752.18,3.95
Tamil Nadu,Coimbatore,2023.0,Summer,Wheat,87081.15,337021.73,3.87
Andhra Pradesh,Guntur,2017.0,Kharif,Wheat,5612.26,15948.35,2.84
Punjab,Ludhiana,2018.0,Kharif,Rice,80053.66,141171.65,1.76
Punjab,Ludhiana,2023.0,Kharif,Wheat,39336.46,173034.34,4.4
Telangana,Adilabad,2019.0,Kharif,Rice,10309.12,44714.61,4.34
Punjab,Patiala,2022.0,Kharif,Pulses,84936.67,260585.6,3.07
Punjab,Patiala,2016.0,Summer,Cotton,81200.95,132699.13,1.63
Andhra Pradesh,Guntur,2018.0,Rabi,Maize,115103.64,380582.49,3.31
Telangana,Nizamabad,2017.0,Rabi,Soybean,88847.01,245754.83,2.77
Tamil Nadu,Coimbatore,2017.0,Rabi,Sugarcane,51006.83,89249.82,1.75
Punjab,Patiala,2017.0,Summer,Groundnut,66629.0,114047.14,1.71
Karnataka,Belgaum,2020.0,Summer,Cotton,69818.85,240408.18,3.44
Tamil Nadu,Madurai,2017.0,Rabi,Maize,41381.44,159871.08,3.86
Maharashtra,Nagpur,2019.0,Kharif,Cotton,19331.44,35375.96,1.83
Tamil Nadu,Coimbatore,2016.0,Rabi,Wheat,46724.24,116836.39,2.5
Punjab,Ludhiana,2015.0,Rabi,Cotton,16263.89,72186.55,4.44
Telangana,Adilabad,2017.0,Kharif,Wheat,65544.7,270472.55,4.13
Tamil Nadu,Coimbatore,2020.0,Summer,Wheat,85552.39,350439.28,4.1
Tamil Nadu,Coimbatore,2017.0,Kharif,Wheat,41569.58,156119.49,3.76
Telangana,Adilabad,2017.0,Rabi,Groundnut,34792.02,123858.72,3.56
Karnataka,Mandya,2021.0,Kharif,Maize,70269.49,161768.08,2.3
Karnataka,Raichur,2018.0,Summer,Soybean,82994.75,228628.23,2.75
Maharashtra,Nagpur,2022.0,Rabi,Pulses,62756.36,146063.48,2.33
Maharashtra,Aurangabad,2016.0,Rabi,Cotton,113957.28,309911.88,2.72
Punjab,Ludhiana,2018.0,Kharif,Wheat,113659.7,226789.67,2.0
Andhra Pradesh,Guntur,2022.0,Summer,Sugarcane,97959.9,150082.8,1.53
Maharashtra,Aurangabad,2022.0,Rabi,Maize,64226.32,288624.3,4.49
Tamil Nadu,Madurai,2015.0,Rabi,Wheat,75872.96,321144.38,4.23
Karnataka,Mandya,2023.0,Summer,Groundnut,91211.81,203646.67,2.23
Karnataka,Raichur,2022.0,Summer,Rice,115934.45,408502.74,3.52
Tamil Nadu,Thanjavur,2020.0,Kharif,Maize,101532.03,308764.33,3.04
Andhra Pradesh,Krishna,2017.0,Rabi,Pulses,47927.63,88172.49,1.84
Karnataka,Mandya,2019.0,Rabi,Wheat,60559.34,138938.41,2.29
Andhra Pradesh,Prakasam,2019.0,Kharif,Groundnut,111847.54,489601.96,4.38
Tamil Nadu,Thanjavur,2022.0,Summer,Pulses,11612.12,17623.4,1.52
Maharashtra,Pune,2016.0,Rabi,Sugarcane,5592.76,23325.1,4.17
Telangana,Adilabad,2016.0,Kharif,Soybean,54542.44,114137.33,2.09
Tamil Nadu,Madurai,2016.0,Rabi,Maize,110007.55,167291.93,1.52
Karnataka,Belgaum,2021.0,Rabi,Cotton,48045.59,124605.62,2.59
Telangana,Nizamabad,2022.0,Kharif,Sugarcane,80472.16,226776.19,2.82
Telangana,Adilabad,2020.0,Kharif,Groundnut,106611.27,386749.26,3.63
Andhra Pradesh,Guntur,2017.0,Kharif,Sugarcane,50372.79,187979.77,3.73
Andhra Pradesh,Guntur,2019.0,Rabi,Cotton,18661.12,55371.34,2.97
Maharashtra,Aurangabad,2021.0,Rabi,Maize,62713.74,267830.55,4.27
Maharashtra,Nagpur,2015.0,Kharif,Wheat,19504.21,49391.71,2.53
Andhra Pradesh,Prakasam,2020.0,Kharif,Cotton,54411.48,179082.35,3.29
Andhra Pradesh,Krishna,2019.0,Rabi,Pulses,60881.86,230297.79,3.78
Telangana,Nizamabad,2023.0,Summer,Maize,26488.93,62074.6,2.34
Andhra Pradesh,Krishna,2021.0,Summer,Cotton,27817.43,100681.92,3.62
Andhra Pradesh,Prakasam,2017.0,Kharif,Maize,31379.18,59522.77,1.9
Andhra Pradesh,Krishna,2021.0,Kharif,Cotton,7031.05,14757.69,2.1
Andhra Pradesh,Krishna,2019.0,Summer,Groundnut,85518.27,379733.02,4.44
Telangana,Adilabad,2015.0,Rabi,Groundnut,63634.32,218368.77,3.43
Punjab,Ludhiana,2019.0,Rabi,Sugarcane,113444.86,412344.48,3.63
Telangana,Adilabad,2015.0,Kharif,Rice,5061.63,17621.01,3.48
Punjab,Ludhiana,2019.0,Rabi,Sugarcane,109475.43,197305.94,1.8
Telangana,Adilabad,2020.0,Rabi,Pulses,40001.02,71628.29,1.79
Andhra Pradesh,Prakasam,2020.0,Rabi,Maize,90248.59,233216.34,2.58
Tamil Nadu,Madurai,2019.0,Kharif,Soybean,29153.83,77320.27,2.65
Andhra Pradesh,Guntur,2018.0,Kharif,Wheat,27186.66,77136.97,2.84
Andhra Pradesh,Guntur,2022.0,Rabi,Soybean,118809.13,250211.71,2.11
Karnataka,Mandya,2018.0,Kharif,Rice,53094.44,192988.17,3.63
Tamil Nadu,Coimbatore,2016.0,Rabi,Soybean,109747.66,186914.04,1.7
Maharashtra,Aurangabad,2019.0,Kharif,Rice,85121.22,160606.95,1.89
Andhra Pradesh,Prakasam,2018.0,Summer,Rice,90182.25,242814.04,2.69
Karnataka,Raichur,2022.0,Kharif,Wheat,91333.7,242258.19,2.65
Maharashtra,Pune,2017.0,Kharif,Sugarcane,5414.06,17409.96,3.22
Tamil Nadu,Madurai,2022.0,Summer,Rice,62939.04,230466.24,3.66
Punjab,Amritsar,2019.0,Rabi,Cotton,68497.36,137907.6,2.01
Andhra Pradesh,Prakasam,2015.0,Rabi,Cotton,78555.76,339843.06,4.33
Punjab,Ludhiana,2018.0,Kharif,Sugarcane,118796.67,253027.07,2.13
Andhra Pradesh,Guntur,2020.0,Summer,Soybean,42324.62,183658.52,4.34
Tamil Nadu,Coimbatore,2019.0,Rabi,Maize,42333.04,70771.97,1.67
Andhra Pradesh,Krishna,2019.0,Summer,Cotton,25324.55,111803.18,4.41
Tamil Nadu,Madurai,2021.0,Summer,Wheat,113750.48,258445.13,2.27
Karnataka,Raichur,2018.0,Rabi,Cotton,42290.25,89306.68,2.11
Karnataka,Belgaum,2018.0,Rabi,Maize,88928.37,249151.56,2.8
Telangana,Adilabad,2017.0,Rabi,Wheat,57829.86,228242.54,3.95
Telangana,Warangal,2017.0,Summer,Pulses,79469.89,124222.72,1.56
Telangana,Warangal,2018.0,Summer,Groundnut,12987.22,22287.97,1.72
Telangana,Adilabad,2023.0,Kharif,Groundnut,20788.5,77984.58,3.75
Andhra Pradesh,Prakasam,2021.0,Rabi,Wheat,7382.33,29379.36,3.98
Karnataka,Mandya,2016.0,Kharif,Maize,35780.49,154421.27,4.32
Tamil Nadu,Thanjavur,2023.0,Kharif,Rice,89655.12,225497.85,2.52
Karnataka,Mandya,2022.0,Kharif,Cotton,92362.25,385812.9,4.18
Telangana,Adilabad,2017.0,Rabi,Soybean,33038.02,103428.14,3.13
Punjab,Patiala,2015.0,Kharif,Wheat,16823.76,40212.41,2.39
Tamil Nadu,Coimbatore,2018.0,Kharif,Maize,7760.1,21583.99,2.78
Telangana,Adilabad,2021.0,Kharif,Sugarcane,83978.12,306062.76,3.64
Andhra Pradesh,Krishna,2018.0,Kharif,Maize,16699.67,72936.6,4.37
Punjab,Ludhiana,2020.0,Kharif,Soybean,111181.75,473592.1,4.26
Andhra Pradesh,Prakasam,2021.0,Kharif,Maize,66005.27,217740.46,3.3
Karnataka,Belgaum,2019.0,Summer,Maize,76847.2,181437.52,2.36
Andhra Pradesh,Krishna,2020.0,Summer,Pulses,112281.41,441508.27,3.93
Karnataka,Mandya,2017.0,Kharif,Rice,41829.44,111759.84,2.67
Karnataka,Belgaum,2021.0,Kharif,Wheat,115352.31,269397.06,2.34
Andhra Pradesh,Krishna,2021.0,Kharif,Maize,45550.01,135858.34,2.98
Maharashtra,Aurangabad,2020.0,Summer,Groundnut,20895.45,90520.99,4.33
Telangana,Adilabad,2022.0,Summer,Groundnut,66955.93,199381.65,2.98
Tamil Nadu,Thanjavur,2021.0,Kharif,Groundnut,65598.78,251228.74,3.83
Karnataka,Mandya,2020.0,Kharif,Wheat,5329.6,23885.75,4.48
Andhra Pradesh,Krishna,2016.0,Kharif,Pulses,11851.4,30197.87,2.55
Telangana,Adilabad,2023.0,Kharif,Pulses,116759.25,494926.32,4.24
Telangana,Warangal,2017.0,Kharif,Cotton,18482.12,66301.69,3.59
Telangana,Adilabad,2021.0,Summer,Rice,47743.69,172078.06,3.6
Karnataka,Raichur,2017.0,Rabi,Wheat,8471.36,21989.39,2.6
Andhra Pradesh,Guntur,2021.0,Kharif,Wheat,22217.48,45485.26,2.05
Karnataka,Mandya,2021.0,Rabi,Sugarcane,88094.1,249475.52,2.83
Karnataka,Raichur,2016.0,Rabi,Rice,22927.04,94997.54,4.14
Andhra Pradesh,Prakasam,2017.0,Summer,Maize,6249.77,24986.83,4.0
Karnataka,Belgaum,2023.0,Summer,Sugarcane,40193.91,87700.88,2.18
Telangana,Adilabad,2021.0,Summer,Wheat,117461.52,220287.34,1.88
Telangana,Adilabad,2021.0,Kharif,Rice,26124.78,97654.09,3.74
Tamil Nadu,Madurai,2022.0,Summer,Wheat,59902.87,207150.11,3.46
Maharashtra,Pune,2020.0,Kharif,Maize,79364.43,165410.69,2.08
Andhra Pradesh,Guntur,2020.0,Rabi,Wheat,8225.62,19302.41,2.35
Tamil Nadu,Thanjavur,2015.0,Kharif,Wheat,91999.97,223317.08,2.43
Tamil Nadu,Thanjavur,2019.0,Kharif,Rice,14779.53,47447.73,3.21
Andhra Pradesh,Prakasam,2015.0,Kharif,Pulses,41176.73,178316.96,4.33
Andhra Pradesh,Krishna,2023.0,Rabi,Sugarcane,27411.63,102945.11,3.76
Karnataka,Belgaum,2016.0,Summer,Maize,43101.59,180575.56,4.19
Tamil Nadu,Thanjavur,2021.0,Kharif,Maize,59849.6,245768.62,4.11
Andhra Pradesh,Krishna,2022.0,Kharif,Maize,14056.58,47481.13,3.38
Karnataka,Mandya,2017.0,Summer,Cotton,93414.96,185255.04,1.98
Tamil Nadu,Madurai,2017.0,Rabi,Soybean,43987.38,113529.19,2.58
Maharashtra,Nagpur,2018.0,Kharif,Groundnut,119656.09,397333.74,3.32
Telangana,Nizamabad,2015.0,Kharif,Pulses,21401.59,87989.91,4.11
Tamil Nadu,Thanjavur,2022.0,Kharif,Pulses,41077.65,176722.95,4.3
Telangana,Warangal,2020.0,Summer,Sugarcane,45637.37,78195.15,1.71
Karnataka,Belgaum,2019.0,Rabi,Sugarcane,92761.83,262157.56,2.83
Telangana,Warangal,2020.0,Kharif,Pulses,103785.37,280512.93,2.7
Tamil Nadu,Madurai,2020.0,Rabi,Maize,63935.11,215710.39,3.37
Punjab,Amritsar,2021.0,Summer,Wheat,63183.38,144594.05,2.29
Karnataka,Mandya,2018.0,Summer,Rice,85470.71,272002.09,3.18
Telangana,Warangal,2017.0,Rabi,Sugarcane,70565.38,286600.41,4.06
Telangana,Adilabad,2016.0,Summer,Pulses,45127.87,131117.5,2.91
Tamil Nadu,Coimbatore,2017.0,Kharif,Wheat,89154.48,379118.82,4.25
Maharashtra,Pune,2020.0,Rabi,Cotton,12414.23,31374.12,2.53
Tamil Nadu,Coimbatore,2022.0,Summer,Cotton,18147.54,51969.76,2.86
Tamil Nadu,Thanjavur,2018.0,Kharif,Pulses,41821.46,66662.14,1.59
Tamil Nadu,Coimbatore,2021.0,Rabi,Rice,117534.49,251554.66,2.14
Telangana,Warangal,2019.0,Rabi,Groundnut,78104.04,136742.51,1.75
Andhra Pradesh,Krishna,2019.0,Kharif,Groundnut,105484.23,301079.71,2.85
Maharashtra,Aurangabad,2019.0,Summer,Cotton,26169.0,43472.65,1.66
Maharashtra,Pune,2018.0,Kharif,Sugarcane,45166.77,124538.48,2.76
Maharashtra,Aurangabad,2021.0,Summer,Maize,45789.62,163867.51,3.58
Maharashtra,Nagpur,2017.0,Kharif,Cotton,42229.25,188304.61,4.46
Karnataka,Raichur,2017.0,Kharif,Soybean,108097.63,464977.44,4.3
Maharashtra,Pune,2021.0,Summer,Wheat,35222.31,129155.21,3.67
Maharashtra,Nagpur,2016.0,Summer,Pulses,9195.89,34366.17,3.74
Telangana,Adilabad,2021.0,Summer,Maize,29855.79,63571.61,2.13
Telangana,Nizamabad,2020.0,Rabi,Rice,6862.0,28751.54,4.19
Tamil Nadu,Thanjavur,2022.0,Summer,Pulses,52616.18,134444.18,2.56
Tamil Nadu,Coimbatore,2017.0,Kharif,Soybean,57764.71,151306.83,2.62
Tamil Nadu,Madurai,2021.0,Summer,Maize,48879.78,197243.35,4.04
Karnataka,Raichur,2019.0,Summer,Groundnut,85740.65,369859.84,4.31
Andhra Pradesh,Guntur,2015.0,Kharif,Wheat,75869.94,207416.2,2.73
Maharashtra,Aurangabad,2022.0,Summer,Wheat,62886.57,246365.18,3.92
Karnataka,Belgaum,2018.0,Kharif,Groundnut,94341.23,297624.29,3.15
Andhra Pradesh,Guntur,2020.0,Kharif,Pulses,116275.85,493252.38,4.24
Maharashtra,Aurangabad,2020.0,Kharif,Groundnut,94952.55,287011.41,3.02
Punjab,Patiala,2021.0,Rabi,Sugarcane,82429.59,124672.5,1.51
Maharashtra,Nagpur,2017.0,Kharif,Rice,95908.66,385774.25,4.02
Tamil Nadu,Madurai,2017.0,Rabi,Soybean,115303.47,516385.13,4.48
Telangana,Nizamabad,2021.0,Kharif,Groundnut,100283.24,391505.26,3.9
Tamil Nadu,Coimbatore,2021.0,Summer,Maize,117395.9,237274.94,2.02
Punjab,Patiala,2018.0,Rabi,Maize,16451.46,64218.54,3.9
Tamil Nadu,Thanjavur,2019.0,Summer,Groundnut,101293.86,200274.12,1.98
Punjab,Ludhiana,2015.0,Kharif,Wheat,55303.42,187295.12,3.39
Tamil Nadu,Thanjavur,2023.0,Summer,Rice,110868.36,192502.68,1.74
Maharashtra,Nagpur,2020.0,Rabi,Maize,26453.84,91465.95,3.46
Telangana,Adilabad,2018.0,Summer,Cotton,88525.95,347136.12,3.92
Maharashtra,Pune,2016.0,Rabi,Rice,112522.23,380585.52,3.38
Karnataka,Raichur,2022.0,Kharif,Wheat,111627.89,208526.81,1.87
Telangana,Adilabad,2016.0,Kharif,Sugarcane,13898.86,56066.21,4.03
Telangana,Adilabad,2015.0,Rabi,Wheat,52580.69,155615.28,2.96
Karnataka,Mandya,2021.0,Summer,Cotton,48154.25,117532.72,2.44
Maharashtra,Nagpur,2015.0,Rabi,Maize,108918.39,378926.99,3.48
Karnataka,Raichur,2020.0,Kharif,Rice,119280.05,352082.86,2.95
Tamil Nadu,Madurai,2023.0,Kharif,Rice,90295.14,386440.58,4.28
Telangana,Nizamabad,2015.0,Summer,Rice,64569.42,244258.56,3.78
Telangana,Adilabad,2015.0,Kharif,Wheat,42667.07,92130.29,2.16
Karnataka,Raichur,2019.0,Rabi,Maize,60381.11,263242.81,4.36
Punjab,Patiala,2022.0,Rabi,Sugarcane,55147.13,239285.44,4.34
Telangana,Adilabad,2019.0,Kharif,Maize,115615.2,209111.34,1.81
Tamil Nadu,Coimbatore,2022.0,Kharif,Maize,54849.24,155688.1,2.84
Tamil Nadu,Madurai,2016.0,Rabi,Sugarcane,74839.0,208646.56,2.79
Tamil Nadu,Coimbatore,2016.0,Summer,Soybean,56681.39,236267.82,4.17
Tamil Nadu,Coimbatore,2023.0,Rabi,Groundnut,45509.13,72351.32,1.59
Telangana,Adilabad,2020.0,Kharif,Groundnut,33211.59,71257.21,2.15
Punjab,Amritsar,2016.0,Rabi,Maize,6107.79,21773.52,3.56
Karnataka,Belgaum,2020.0,Rabi,Cotton,108355.56,345103.98,3.18
Maharashtra,Pune,2018.0,Summer,Cotton,16835.82,39297.25,2.33
Tamil Nadu,Madurai,2021.0,Summer,Wheat,83445.17,234115.16,2.81
Punjab,Ludhiana,2022.0,Kharif,Cotton,62344.86,278730.1,4.47
Maharashtra,Nagpur,2017.0,Rabi,Wheat,74164.53,242778.57,3.27
Telangana,Nizamabad,2015.0,Rabi,Rice,79021.66,321484.55,4.07
Andhra Pradesh,Krishna,2021.0,Kharif,Sugarcane,9255.94,28697.13,3.1
Tamil Nadu,Thanjavur,2015.0,Summer,Soybean,12987.22,23186.86,1.79
Maharashtra,Aurangabad,2020.0,Rabi,Sugarcane,91674.61,247616.15,2.7
Tamil Nadu,Coimbatore,2015.0,Summer,Pulses,50232.66,180303.64,3.59
Maharashtra,Pune,2016.0,Rabi,Wheat,8368.14,13753.06,1.64
Andhra Pradesh,Guntur,2021.0,Rabi,Wheat,31029.24,54737.14,1.76
Karnataka,Belgaum,2015.0,Summer,Rice,34864.08,134395.17,3.85
Andhra Pradesh,Guntur,2019.0,Kharif,Sugarcane,42872.83,143120.31,3.34
Maharashtra,Pune,2022.0,Kharif,Maize,18788.66,46182.49,2.46
Telangana,Nizamabad,2022.0,Summer,Groundnut,81847.05,250885.03,3.07
Telangana,Nizamabad,2022.0,Summer,Pulses,117280.19,289181.76,2.47
Karnataka,Belgaum,2019.0,Kharif,Cotton,93113.23,338386.9,3.63
Punjab,Patiala,2018.0,Summer,Cotton,84920.98,146525.48,1.73
Maharashtra,Nagpur,2018.0,Kharif,Cotton,58837.29,156223.63,2.66
Maharashtra,Nagpur,2023.0,Kharif,Soybean,64101.64,156412.94,2.44
Punjab,Patiala,2017.0,Summer,Pulses,102497.8,186236.6,1.82
Telangana,Warangal,2022.0,Rabi,Soybean,104803.76,318644.53,3.04
Maharashtra,Nagpur,2021.0,Rabi,Wheat,23882.58,57830.24,2.42
Tamil Nadu,Madurai,2022.0,Kharif,Wheat,105762.57,395031.45,3.74
Telangana,Warangal,2019.0,Kharif,Pulses,8287.42,28887.1,3.49
Maharashtra,Pune,2023.0,Kharif,Sugarcane,14667.68,40987.67,2.79
Telangana,Adilabad,2020.0,Summer,Groundnut,11113.06,25757.48,2.32
Andhra Pradesh,Guntur,2021.0,Summer,Groundnut,27302.14,56470.35,2.07
Telangana,Nizamabad,2022.0,Summer,Sugarcane,64641.12,118135.12,1.83
Andhra Pradesh,Prakasam,2018.0,Kharif,Cotton,18246.61,76365.26,4.19
Tamil Nadu,Coimbatore,2023.0,Kharif,Cotton,16618.68,36218.67,2.18
Tamil Nadu,Madurai,2021.0,Rabi,Groundnut,16649.99,61634.49,3.7
Karnataka,Belgaum,2017.0,Kharif,Pulses,95358.68,242487.52,2.54
Punjab,Patiala,2015.0,Summer,Sugarcane,15837.9,47667.65,3.01
Karnataka,Raichur,2019.0,Summer,Pulses,103044.85,367232.04,3.56
Telangana,Adilabad,2017.0,Kharif,Wheat,43197.86,123789.9,2.87
Andhra Pradesh,Prakasam,2020.0,Rabi,Pulses,7395.09,32709.32,4.42
Andhra Pradesh,Guntur,2020.0,Summer,Rice,116497.28,378555.18,3.25
Maharashtra,Nagpur,2015.0,Kharif,Pulses,99176.54,317543.46,3.2
Punjab,Ludhiana,2016.0,Kharif,Maize,16499.13,64539.28,3.91
Punjab,Amritsar,2020.0,Summer,Pulses,118826.21,269975.35,2.27
Maharashtra,Pune,2015.0,Rabi,Soybean,100191.19,240799.72,2.4
Punjab,Patiala,2019.0,Kharif,Pulses,83865.18,309013.55,3.68
Andhra Pradesh,Guntur,2017.0,Kharif,Groundnut,46077.36,73388.06,1.59
Tamil Nadu,Madurai,2018.0,Rabi,Groundnut,90601.99,188590.43,2.08
Maharashtra,Aurangabad,2023.0,Rabi,Wheat,108410.46,308732.18,2.85
Tamil Nadu,Thanjavur,2020.0,Summer,Sugarcane,107119.41,286338.61,2.67
Maharashtra,Pune,2015.0,Kharif,Sugarcane,71644.44,258314.52,3.61
Tamil Nadu,Thanjavur,2020.0,Rabi,Groundnut,38166.98,168255.68,4.41
Maharashtra,Aurangabad,2017.0,Rabi,Maize,65166.41,154401.73,2.37
Tamil Nadu,Madurai,2022.0,Rabi,Maize,38149.89,148759.97,3.9
Andhra Pradesh,Krishna,2019.0,Kharif,Rice,99929.12,186898.16,1.87
Maharashtra,Pune,2020.0,Rabi,Rice,80929.13,121549.49,1.5
Punjab,Ludhiana,2023.0,Rabi,Soybean,81512.49,310290.02,3.81
Telangana,Warangal,2018.0,Kharif,Sugarcane,54685.84,232676.19,4.25
Punjab,Ludhiana,2020.0,Rabi,Rice,33603.78,118806.19,3.54
Maharashtra,Pune,2019.0,Kharif,Groundnut,110822.32,364729.15,3.29
Telangana,Nizamabad,2020.0,Summer,Groundnut,97503.73,186966.24,1.92
Telangana,Adilabad,2023.0,Rabi,Maize,27945.17,67487.26,2.41
Punjab,Patiala,2017.0,Summer,Pulses,48236.08,199107.18,4.13
Maharashtra,Nagpur,2022.0,Summer,Maize,84825.34,255446.89,3.01
Karnataka,Raichur,2020.0,Rabi,Soybean,54181.95,149624.38,2.76
Maharashtra,Pune,2015.0,Summer,Rice,115111.55,318025.11,2.76
Telangana,Nizamabad,2023.0,Kharif,Sugarcane,47907.78,161098.02,3.36
Tamil Nadu,Coimbatore,2017.0,Rabi,Rice,51338.34,77924.34,1.52
Tamil Nadu,Coimbatore,2015.0,Kharif,Rice,36070.11,160819.33,4.46
Andhra Pradesh,Krishna,2022.0,Rabi,Wheat,84418.18,345518.75,4.09
Andhra Pradesh,Prakasam,2018.0,Summer,Rice,64370.36,205093.48,3.19
Maharashtra,Nagpur,2017.0,Summer,Cotton,39602.6,96340.16,2.43
Andhra Pradesh,Krishna,2016.0,Kharif,Cotton,5004.11,16570.47,3.31
Andhra Pradesh,Prakasam,2018.0,Kharif,Wheat,16914.81,26623.39,1.57
Tamil Nadu,Coimbatore,2016.0,Kharif,Groundnut,39491.23,116544.88,2.95
